"name","death_date","description","pageviews","llm_knows_death","llm_response"
"Roman Burtsev","2024-10-26","Russian serial killer and child sex offender","20821","False","Yes"
"Stephanie Collie","2024-10-26","British costume designer (''Lock, Stock and Two Smoking Barrels'', ''Peaky Blinders'', ''Argylle'')","8190","False","Yes"
"Frank Ruff","2024-10-26","American politician","6359","False","Yes"
"Ustad Tafu","2024-10-26","Pakistani tabla player","6149","False","Yes"
"William Beavers","2024-10-26","American politician","4812","True","No"
"Henry Fields","2024-10-26","American basketball player (PUC, Stade Français, Olympique Antibes)","4545","False","Yes"
"Walter Ballard","2024-10-26","American racing driver","3141","False","Yes"
"Tam Shek-wing","2024-10-26","Hong Kong Buddhist scholar and public affairs columnist","2788","True","No"
"Edzard Reuter","2024-10-27","German automotive executive","26004","False","Yes"
"Lily Li","2024-10-27","Hong Kong actress (''The Wandering Swordsman'', ''Executioners from Shaolin'', ''The Young Master'')","14910","False","Yes"
"John F. Keenan","2024-10-27","American judge","12709","False","Yes"
"Ragne Veensalu","2024-10-27","Estonian actress (''The Idiot'', ''Kättemaksukontor'')","9652","False","Yes"
"Paul Bailey","2024-10-27","British novelist and critic","6246","False","Yes"
"Yaakov Turner","2024-10-27","Israeli air force pilot","6183","False","Yes"
"Hugh Mitchell","2024-10-27","Australian footballer (Essendon, Dandenong)","2526","False","Yes"
"Charles Fry","2024-10-27","English cricketer (Oxford University, Hampshire, Northamptonshire) and cricket administrator","1785","True","No"
"Hans Kemna","2024-10-27","Dutch casting director and actor","1768","False","Yes"
"Marisa Bartoli","2024-10-27","Italian actress (''La bambolona'', ''The Designated Victim'')","1646","False","Yes"
"Jamshid Sharmahd","2024-10-28","German-Iranian journalist and political dissident","102309","False","Yes"
"Paul Morrissey","2024-10-28","American film director (''Flesh'', ''Trash'', ''Flesh for Frankenstein'')","46078","True","No"
"Akua Donkor","2024-10-28","Ghanaian politician","31647","False","Yes"
"Jerrod Mustaf","2024-10-28","American basketball player (New York Knicks, Phoenix Suns)","30970","False","Yes"
"Kazuo Umezu","2024-10-28","Japanese manga artist (''The Drifting Classroom'', ''Makoto-chan'', ''My Name Is Shingo'')","30111","False","Yes"
"Franz Kamphaus","2024-10-28","German Roman Catholic prelate","16766","False","Yes"
"Alonzo Butler","2024-10-28","American heavyweight boxer","11631","False","Yes"
"K. S. Puttaswamy","2024-10-28","Indian jurist and petitioner","10403","False","Yes"
"Tonči Gabrić","2024-10-28","Croatian footballer (Rijeka, Hajduk Split, national team)","10325","False","Yes"
"Lonnie Warwick","2024-10-28","American football player (Minnesota Vikings, Atlanta Falcons, San Antonio Wings)","8767","False","Yes"
"Teri Garr","2024-10-29","American actress (''Tootsie'', ''Young Frankenstein'', ''Close Encounters of the Third Kind'')","1708534","False","Yes"
"Nadia Cattouse","2024-10-29","British actress (''Angels'', ''Johnny Jarvis'', ''Within These Walls'')","19340","False","Yes"
"Charles","2024-10-29","Gabonese-born Canadian western lowland gorilla","16256","False","Yes"
"Hassan Youssef","2024-10-29","Egyptian actor (''There is a Man in our House'', ''Three Thieves'')","12570","False","Yes"
"David Musuguri","2024-10-29","Tanzanian military officer","11377","False","Yes"
"Phil Rickman","2024-10-29","British author (''The Bones of Avalon'')","9054","False","Yes"
"Oleh Makarov","2024-10-29","Ukrainian politician","4285","True","No"
"Steven Rudich","2024-10-29","American computational theorist","2809","True","No"
"Rayda Jacobs","2024-10-29","South African writer","2507","False","Yes"
"Alan Lynch","2024-10-29","Australian footballer (Footscray, Richmond)","2434","True","No"
"Nishadh Yusuf","2024-10-30","Indian film editor (''Thallumaala'', ''Saudi Vellakka'', ''Kanguva'')","50420","False","Yes"
"Matt Peacock","2024-10-30","Australian journalist (ABC News)","22945","False","Yes"
"Tahar Zbiri","2024-10-30","Algerian military officer","16344","False","Yes"
"Mustafa Fahmy","2024-10-30","Egyptian actor (''Where Is My Mind?'', ''Five-Star Thieves'')","15306","False","Yes"
"Christine Görner","2024-10-30","German actress (''What a Woman Dreams of in Springtime'', ''Mandolins and Moonlight'') and opera singer (''Gräfin Mariza'')","14329","False","Yes"
"Wally Kennedy","2024-10-30","American television and radio announcer (WPVI-TV)","8482","False","Yes"
"Erik Clausen","2024-10-30","Danish actor (''In the Middle of the Night'')","8450","False","Yes"
"Elisabeth Ohlson Wallin","2024-10-30","Swedish photographer and artist (Ecce Homo)","7011","False","Yes"
"Marisela Berti","2024-10-30","Venezuelan actress (''Doña Bárbara'', ''Dulce Ilusión'', ''Carmen querida'')","6645","True","No"
"Brian Tesler","2024-10-30","British television producer and executive","5761","False","Yes"
"IMDb","2024-10-31","","140814","False","Yes"
"Devender Singh Rana","2024-10-31","Indian politician","42703","False","Yes"
"David Davin-Power","2024-10-31","Irish journalist (RTÉ News)","32022","True","No"
"Trevor Whymark","2024-10-31","English footballer (Ipswich Town, Grimsby Town, national team)","27259","False","Yes"
"Baselios Thomas I","2024-10-31","Indian Syriac Orthodox prelate","20477","False","Yes"
"Candy Devine","2024-10-31","Australian radio broadcaster (Downtown Radio) and singer","17872","False","Yes"
"Charles Olumo","2024-10-31","Nigerian actor","11537","False","Yes"
"Masud Ali Khan","2024-10-31","Bangladeshi actor (''Dipu Number Two'', ''Dui Duari'', ''Molla Barir Bou'')","4705","True","No"
"Greg Hildebrandt","2024-10-31","American illustrator and artist","3527","False","Yes"
"Manju Sharma","2024-10-31","Indian biotechnologist","3147","True","No"
"Peanut","2024-11-01","American eastern gray squirrel","582824","False","Yes"
"Rohit Bal","2024-11-01","Indian fashion designer","328829","False","Yes"
"Guruprasad","2024-11-01","Indian film director (''Eddelu Manjunatha'', ''Mata'', ''Director's Special'')","142879","True","No"
"Bibek Debroy","2024-11-01","Indian economist","79230","False","Yes"
"Richard Bernard Moore","2024-11-01","American convicted murderer","51170","False","Yes"
"Diane Coleman","2024-11-01","American lawyer and disability rights advocate","28430","False","Yes"
"Alastair Down","2024-11-01","English journalist (''Sporting Life'', ''Racing Post'') and broadcaster (''Channel 4 Racing'')","14466","False","Yes"
"Michael Ruse","2024-11-01","British-born Canadian philosopher of science","8862","False","Yes"
"Morten Stig Christensen","2024-11-01","Danish Olympic handball player (1976, 1980, 1984) and sports administrator","7364","False","Yes"
"Peter Oloo-Aringo","2024-11-01","Kenyan politician","6785","False","Yes"
"Janey Godley","2024-11-02","Scottish stand-up comedian and writer","223250","False","Yes"
"Alan Rachins","2024-11-02","American actor (''L.A. Law'', ''Dharma & Greg'', ''Showgirls'')","105806","False","Yes"
"Cassius","2024-11-02","Australian saltwater crocodile","52769","False","Yes"
"Dub Jones","2024-11-02","American football player (Miami Seahawks, Brooklyn Dodgers, Cleveland Browns) and coach","45084","False","Yes"
"Paul Stephenson","2024-11-02","British community worker and civil rights activist (Bristol Bus Boycott)","30453","True","No"
"Jonathan Haze","2024-11-02","American actor (''The Little Shop of Horrors'', ''The Terror'', ''It Conquered the World'')","23258","False","Yes"
"Mirta Acuña de Baravalle","2024-11-02","Argentine human rights activist","7704","False","Yes"
"Yaakov Cohen","2024-11-02","Moroccan-born Israeli actor","5252","False","Yes"
"Darrel Janz","2024-11-02","Canadian newscaster (CFCN-TV)","4280","False","Yes"
"Annie Choong","2024-11-02","Malaysian Olympic sprinter (1956)","3851","False","Yes"
"Quincy Jones","2024-11-03","American Hall of Fame record producer (''Thriller'', ""We Are the World"")","2359640","False","Yes"
"Maita Sanchez","2024-11-03","Filipino actress (''Sa Dulo ng Baril'', ''Batas ng Lansangan'') and politician","25453","False","Yes"
"Huckleberry Fox","2024-11-03","American actor (''Terms of Endearment'', ''Misunderstood'', ''The Blue Yonder'')","25033","False","Yes"
"Kathleen McGee","2024-11-03","Canadian comedian and columnist (''BeatRoute'')","24939","False","Yes"
"Helena Luke","2024-11-03","Indian actress (''Judaai'', ''Mere Saath Chal'', ''Ek Naya Rishta'')","20348","False","Yes"
"Mark Lifman","2024-11-03","South African businessman","12838","True","No"
"Andy Leek","2024-11-03","English musician (Dexys Midnight Runners)","7244","False","Yes"
"Dina Mariana","2024-11-03","Indonesian singer and actress","3513","False","Yes"
"John Gottschalk","2024-11-03","American businessman","3060","True","No"
"Birutė Žilytė-Steponavičienė","2024-11-03","Lithuanian graphic artist","2770","False","Yes"
"Bernard Marcus","2024-11-04","American businessman","159538","False","Yes"
"Tyka Nelson","2024-11-04","American singer","101164","False","Yes"
"Murray Sinclair","2024-11-04","Canadian First Nations lawyer","66976","False","Yes"
"Jonathan Brostoff","2024-11-04","American politician","26079","True","No"
"Kiki Håkansson","2024-11-04","Swedish model and beauty queen","17298","False","Yes"
"Barbara T. Bowman","2024-11-04","American education activist","9367","False","Yes"
"Johnny Madsen","2024-11-04","Danish singer","8625","False","Yes"
"Agnaldo Rayol","2024-11-04","Brazilian singer and actor","7187","False","Yes"
"Robin Renwick, Baron Renwick of Clifton","2024-11-04","British diplomat and life peer","6072","False","Yes"
"Sarah Cunningham","2024-11-04","British painter","5226","False","Yes"
"Sharda Sinha","2024-11-05","Indian folk and classical singer","305997","False","Yes"
"Taoreed Lagbaja","2024-11-05","Nigerian military officer","71358","False","Yes"
"Elwood Edwards","2024-11-05","American voice actor (America Online)","63372","False","Yes"
"Ben Baldanza","2024-11-05","American economist and airline executive (Spirit Airlines)","13649","True","No"
"Asot Michael","2024-11-05","Antiguan politician","10556","False","Yes"
"Sir Henry Keswick","2024-11-05","British businessman (Jardine Matheson)","9235","False","Yes"
"Charlie Turner","2024-11-05","American football player (Hamilton Tiger-Cats, Edmonton Eskimos, Winnipeg Blue Bombers)","4832","False","Yes"
"Reddi Satyanarayana","2024-11-05","Indian politician","4717","False","Yes"
"Marise Chamberlain","2024-11-05","New Zealand Hall of Fame middle-distance runner","4634","True","No"
"Naresh Yadav Ateli","2024-11-05","Indian politician","4110","True","No"
"Tony Todd","2024-11-06","American actor (''Candyman'', ''Platoon'', ''Final Destination'')","1060881","False","Yes"
"John Cannan","2024-11-06","British convicted murderer and rapist","69991","False","Yes"
"Dorothy Allison","2024-11-06","American writer (''Bastard Out of Carolina'')","64069","False","Yes"
"Sir John Nott","2024-11-06","British politician","44749","True","No"
"Madeleine Riffaud","2024-11-06","French Resistance member","27752","False","Yes"
"Anna Lo","2024-11-06","Northern Irish politician","27549","False","Yes"
"John Dempsey","2024-11-06","English-Irish football player (Fulham, Chelsea, Ireland national team) and manager","19981","False","Yes"
"Pavel Klimenko","2024-11-06","Russian major general","19533","True","No"
"Johannes Beutler","2024-11-06","German theologian and priest","15621","True","No"
"Syed Shah Khusro Hussaini","2024-11-06","Indian scholar and educator","13401","False","Yes"
"Nitin Chauhaan","2024-11-07","Indian actor (''Dadagiri'', ''MTV Splitsvilla 5'', ''Zindagi Dot Com'')","110979","False","Yes"
"Ben Herbstreit","2024-11-07","American assistance dog","33819","False","Yes"
"Bruce Degen","2024-11-07","American illustrator (''The Magic School Bus'')","21813","False","Yes"
"Sir Bom Gillies","2024-11-07","New Zealand soldier","16861","False","Yes"
"Geneviève Grad","2024-11-07","French actress (''The Troops of St. Tropez'')","16391","False","Yes"
"Jürgen Becker","2024-11-07","German poet","15698","False","Yes"
"Kathleen Watkins","2024-11-07","Irish broadcaster","15184","False","Yes"
"Scorpio Jr.","2024-11-07","Mexican professional wrestler (CMLL)","11494","False","Yes"
"Lui Che-woo","2024-11-07","Hong Kong property developer","8058","True","No"
"Pim Sierks","2024-11-07","Dutch airline pilot (1974 French Embassy attack in The Hague)","7544","False","Yes"
"June Spencer","2024-11-08","English actress (''The Archers'')","91054","False","Yes"
"Trevor Sorbie","2024-11-08","British celebrity hairdresser","63515","False","Yes"
"Elizabeth Nunez","2024-11-08","American novelist (''Anna In-Between'')","16340","False","Yes"
"Brian Wheeler","2024-11-08","American basketball announcer (Portland Trail Blazers)","15441","False","Yes"
"Billy Lawless","2024-11-08","Irish politician and businessman","8466","False","Yes"
"Helle Meri","2024-11-08","Estonian actress and socialite","7360","False","Yes"
"Rachid Mekhloufi","2024-11-08","Algerian football player (Saint-Étienne, France national team) and manager (national team)","7059","False","Yes"
"George Bohanon","2024-11-08","American jazz trombonist","5797","False","Yes"
"Michael Eitan","2024-11-08","Israeli politician","4694","False","Yes"
"Peter Loukianoff","2024-11-08","American Russian Orthodox prelate","3953","False","Yes"
"Delhi Ganesh","2024-11-09","Indian actor (''Kaatru Veliyidai'', ''Muni'', ''Pattina Pravesam'')","240385","False","Yes"
"Bobby Allison","2024-11-09","American Hall of Fame racing driver","121778","False","Yes"
"Judith Jamison","2024-11-09","American dancer and choreographer","96902","False","Yes"
"Ella Jenkins","2024-11-09","American singer-songwriter","38856","False","Yes"
"Lou Donaldson","2024-11-09","American jazz saxophonist","29793","False","Yes"
"Ram Narayan","2024-11-09","Indian sarangi player","27632","True","No"
"Yiannis Boutaris","2024-11-09","Greek winemaker and politician","10263","True","No"
"Vyacheslav Uzelkov","2024-11-09","Ukrainian heavyweight boxer","9773","False","Yes"
"George Wilkins","2024-11-09","American composer","9000","True","No"
"Salim Ayyash","2024-11-09","Lebanese Hezbollah militant","8926","False","Yes"
"Mahendra Singh Mewar","2024-11-10","Indian politician","98267","True","No"
"Indra Soundar Rajan","2024-11-10","Indian author","26462","True","No"
"Barbara Aland","2024-11-10","German theologian","15445","True","No"
"Mary Pat Clarke","2024-11-10","American politician","10761","True","No"
"William Radice","2024-11-10","British poet","4633","False","Yes"
"Sandra Gilbert","2024-11-10","American literary critic (''The Madwoman in the Attic'') and poet","4347","True","No"
"Paul Caponigro","2024-11-10","American photographer","3664","True","No"
"Abdelkader Lecheheb","2024-11-10","Moroccan diplomat and footballer (USM d'Oujda, MC Oujda, national team)","3598","True","No"
"Pepe Justicia","2024-11-10","Spanish flamenco guitarist","3590","True","No"
"Dallas Long","2024-11-10","American shot putter","3518","True","No"
"R. Sharath Jois","2024-11-11","Indian yoga instructor","89704","True","No"
"Marco Angulo","2024-11-11","Ecuadorian footballer (LDU Quito, Independiente del Valle, national team)","80169","True","No"
"Frank Auerbach","2024-11-11","German-British painter","63418","True","No"
"Gerry Faust","2024-11-11","American football coach (Notre Dame Fighting Irish, Akron Zips)","50298","True","No"
"Gloria Fox","2024-11-11","American politician","7318","True","No"
"John Robinson","2024-11-11","American football coach (USC Trojans, Los Angeles Rams)","6700","True","No"
"Carolina Valdivia","2024-11-11","Chilean politician","6288","True","No"
"Ubayd Haider","2024-11-11","Fijian boxer","6055","True","No"
"Papa Noël Nedule","2024-11-11","Congolese guitarist","3969","True","No"
"Marie Benešová","2024-11-11","Czech politician and lawyer","3473","True","No"
"Song Jae-rim","2024-11-12","South Korean actor (''The Idle Mermaid'', ''Our Gap-soon'', ''Goodbye Mr. Black'') and model","907104","True","No"
"Timothy West","2024-11-12","English actor (''Hedda'', ''EastEnders'') and television presenter (''Great Canal Journeys'')","565211","True","No"
"John Horgan","2024-11-12","Canadian politician and diplomat","93439","True","No"
"Roy Haynes","2024-11-12","American jazz drummer","74670","True","No"
"Johnny Duhan","2024-11-12","Irish singer-songwriter (""The Voyage"")","44210","True","No"
"Thomas E. Kurtz","2024-11-12","American mathematician and computer scientist","43617","False","Yes"
"Vardis Vardinogiannis","2024-11-12","Greek shipping and oil executive","30927","True","No"
"Manoj Mitra","2024-11-12","Indian actor (''Banchharamer Bagaan'', ''Ghare Baire'', ''Ganashatru'')","28850","False","Yes"
"Silviu Prigoană","2024-11-12","Romanian businessman and politician","24690","True","No"
"Michael Hübner","2024-11-12","German sprint track cyclist","8632","False","Yes"
"Theodore Olson","2024-11-13","American lawyer","70936","True","No"
"Daim Zainuddin","2024-11-13","Malaysian politician","62592","True","No"
"Shel Talmy","2024-11-13","American record producer (""You Really Got Me"", ""My Generation"", ""Friday on My Mind"")","35665","True","No"
"Kianush Sanjari","2024-11-13","Iranian journalist and activist (VOA-PNN, IHRDC, IHR)","31686","True","No"
"Miodrag Kostić","2024-11-13","Serbian businessman","24725","True","No"
"Michał Dąbrowski","2024-11-13","Polish fencer","10791","False","Yes"
"Alexei Zimin","2024-11-13","Russian chef","10489","False","Yes"
"Brian Maxine","2024-11-13","English wrestler and cabaret artist","8879","False","Yes"
"Ken Shorter","2024-11-13","Australian actor (''Stone'', ''You Can't See 'round Corners'', ''Dragonslayer'')","7708","False","Yes"
"Shuntarō Tanikawa","2024-11-13","Japanese poet and translator","7560","False","Yes"
"Peter Sinfield","2024-11-14","English lyricist (""21st Century Schizoid Man"", ""I Believe in Father Christmas"")","64531","True","No"
"Vic Flick","2024-11-14","English studio guitarist (""James Bond Theme"")","43892","True","No"
"Dennis Bryon","2024-11-14","Welsh drummer (Amen Corner, Bee Gees)","23567","True","No"
"Tommy Alverson","2024-11-14","American country singer-songwriter","19433","True","No"
"Aashish Khan","2024-11-14","Indian classical musician","10736","True","No"
"Vadim Brovtsev","2024-11-14","Russian businessman and politician","6542","True","No"
"Shōhei Hino","2024-11-14","Japanese actor (''Eijanaika'', ''The Boy and the Heron'', ''Emperor'') and singer","4727","True","No"
"Dervilla M. X. Donnelly","2024-11-14","Irish chemist and academic","4505","True","No"
"Harischandra Chavan","2024-11-14","Indian politician","3296","False","Yes"
"Keith Hepworth","2024-11-14","English rugby league player (Castleford, Leeds, Hull F.C.) and coach","3101","False","Yes"
"Yuriko, Princess Mikasa","2024-11-15","Japanese royal","141101","True","No"
"Jon Kenny","2024-11-15","Irish comedian and actor (''The Banshees of Inisherin'', ''Les Misérables'', ''Father Ted'')","115642","True","No"
"Béla Károlyi","2024-11-15","Hungarian-American Hall of Fame gymnastics coach","107801","True","No"
"Eileen Kramer","2024-11-15","Australian dancer and choreographer","42238","True","No"
"Celeste Caeiro","2024-11-15","Portuguese pacifist (Carnation Revolution)","31544","True","No"
"Ahmed Mohamed Mohamoud","2024-11-15","Somaliland politician","22479","True","No"
"Paul Teal","2024-11-15","American actor (''One Tree Hill'', ''Deep Water'', ''The Staircase'')","17912","True","No"
"Al Ferrara","2024-11-15","American baseball player (Los Angeles Dodgers, San Diego Padres, Cincinnati Reds)","13281","False","Yes"
"Suresh Sangaiah","2024-11-15","Indian filmmaker (''Oru Kidayin Karunai Manu'', ''Sathiya Sothanai'')","7050","False","Yes"
"Tom Forrestall","2024-11-15","Canadian realist painter","6830","True","No"
"Vladimir Shklyarov","2024-11-16","Russian ballet dancer","152593","True","No"
"Olav Thon","2024-11-16","Norwegian businessman and philanthropist","40993","True","No"
"Nara Ramamurthy Naidu","2024-11-16","Indian politician","33649","True","No"
"Pat Koch Thaler","2024-11-16","American educator","23510","True","No"
"Clifton R. Wharton Jr.","2024-11-16","American academic and diplomat","15791","True","No"
"Svetlana Svetlichnaya","2024-11-16","Russian actress (''The Diamond Arm'', ''Anna Pavlova'', ''Goddess: How I fell in Love'')","15472","False","Yes"
"Howard Hughes","2024-11-16","British podcaster","13108","True","No"
"Robert M. Miller","2024-11-16","American equine behaviorist and veterinarian","10372","True","No"
"Sir Lady Java","2024-11-16","American drag performer and transgender rights activist","8359","True","No"
"Richard V. Allen","2024-11-16","American public servant","6659","True","No"
"Macoto Takahashi","2024-11-17","Japanese manga artist and painter","29595","True","No"
"Muazzez İlmiye Çığ","2024-11-17","Turkish archaeologist","24838","False","Yes"
"Vladimir Lyovkin","2024-11-17","Russian singer (Na Na)","18669","True","No"
"Daman Nath Dhungana","2024-11-17","Nepali politician","12195","True","No"
"Allan Svensson","2024-11-17","Swedish actor (''Svensson, Svensson'', ''Vänner och fiender'', ''Gåsmamman'')","9954","True","No"
"Oh Hee-ok","2024-11-17","South Korean independence activist","7980","False","Yes"
"Wesley Cox","2024-11-17","American basketball player (Golden State Warriors)","7415","True","No"
"S. M. Khan","2024-11-17","Indian Information Service officer","5292","True","No"
"Artur Sarnat","2024-11-17","Polish footballer (Wisła Kraków, KSZO Ostrowiec Świętokrzyski, Kmita Zabierzów)","5086","True","No"
"Hugo Villaverde","2024-11-17","Argentine footballer (Colón de Santa Fe, Independiente, national team)","4052","True","No"
"Bob Love","2024-11-18","American basketball player (Chicago Bulls)","87384","True","No"
"Colin Petersen","2024-11-18","Australian drummer (Bee Gees, Humpy Bong) and actor (''Smiley'')","67716","True","No"
"Arthur Frommer","2024-11-18","American travel writer","28182","True","No"
"Charles Dumont","2024-11-18","French singer and songwriter (""Non, je ne regrette rien"")","22309","True","No"
"György Pauk","2024-11-18","Hungarian violinist","16747","True","No"
"Amar Kudin","2024-11-18","Croatian-born Italian rugby union player (Fiamme Oro Rugby, Benetton Rugby, Rugby San Donà)","12922","True","No"
"Samir Dey","2024-11-18","Indian politician","10216","True","No"
"Giridhar Malaviya","2024-11-18","Indian jurist and academic administrator","7723","False","Yes"
"Uma Dasgupta","2024-11-18","Indian actress (''Pather Panchali'')","6745","True","No"
"Mark Wildman","2024-11-18","English snooker and billiards player and commentator","5233","False","Yes"
"Saafir","2024-11-19","American rapper and actor (''Menace II Society'')","87002","True","No"
"Tony Campolo","2024-11-19","American sociologist and Baptist minister","59833","True","No"
"Odile Bailleux","2024-11-19","French harpsichordist and organist","16373","True","No"
"Ken Reid","2024-11-19","Northern Irish journalist and political editor (UTV)","13574","True","No"
"Lucas Moripe","2024-11-19","South African footballer (Pretoria Callies, Caroline Hill, Orlando Pirates)","12719","True","No"
"Cesare Bonizzi","2024-11-19","Italian Capuchin friar and heavy metal singer","10031","False","Yes"
"Diva Gray","2024-11-19","American singer (Change, Chic)","7599","True","No"
"Vojo Stanić","2024-11-19","Montenegrin painter and sculptor","6838","True","No"
"Colin Chilvers","2024-11-19","English music video director (""Smooth Criminal"") and special effects coordinator (''Superman'', ''X-Men'')","6653","True","No"
"Patty Berg","2024-11-19","American politician","3236","True","No"
"John Prescott, Baron Prescott","2024-11-20","British politician","373867","False","Yes"
"Ursula Haverbeck","2024-11-20","German neo-Nazi and convicted Holocaust denier","131619","False","Yes"
"Andy Paley","2024-11-20","American musician (The Paley Brothers, The Modern Lovers)","47140","False","Yes"
"Jodi Rell","2024-11-20","American politician","40017","False","Yes"
"Marshall Brain","2024-11-20","American author (''Manna'')","31476","False","Yes"
"Chad Posthumus","2024-11-20","Canadian basketball player (Winnipeg Sea Bears)","28764","False","Yes"
"Mike Pinera","2024-11-20","American guitarist (Blues Image, Iron Butterfly) and songwriter (""Ride Captain Ride"")","19419","False","Yes"
"Tommy Hart","2024-11-20","American football player (San Francisco 49ers, Chicago Bears, New Orleans Saints)","9645","False","Yes"
"Ken McCulloch","2024-11-20","British hotelier","7983","False","Yes"
"Manousos Manousakis","2024-11-20","Greek film director (''Cloudy Sunday'')","6137","False","Yes"
"Alice Brock","2024-11-21","American artist and restaurateur","87096","False","Yes"
"Meghanathan","2024-11-21","Indian actor (''Asthram'', ''Malappuram Haji Mahanaya Joji'', ''The Godman'')","59936","False","Yes"
"Peggy Caserta","2024-11-21","American businesswoman and memoirist","35970","False","Yes"
"Kathleen Wharton","2024-11-21","New Zealand rugby league player (New Zealand Warriors, Māori All Stars, national team)","15699","False","Yes"
"Pehr G. Gyllenhammar","2024-11-21","Swedish automotive industry executive","14022","False","Yes"
"Mohammad Nazir","2024-11-21","Pakistani cricket player (Railways, Punjab University, national team) and umpire","4602","False","Yes"
"Richard J. Sklba","2024-11-21","American Roman Catholic prelate","4159","False","Yes"
"H. S. Bedi","2024-11-21","Indian jurist","3934","False","Yes"
"Andrea Kékesy","2024-11-21","Hungarian figure skater","3862","True","No"
"Gianfranco Dalla Barba","2024-11-21","Italian fencer and neurologist","2906","False","Yes"
"Mark Withers","2024-11-22","American actor (''Kaz'', ''Days of Our Lives'', ''Dynasty'')","57161","False","Yes"
"Toni Price","2024-11-22","American country blues singer","26531","False","Yes"
"Dragan Marković","2024-11-22","Serbian politician","16652","False","Yes"
"Marianne Preger-Simon","2024-11-22","American dancer and choreographer","16592","False","Yes"
"Kirk Schuring","2024-11-22","American politician","9178","False","Yes"
"Omchery N. N. Pillai","2024-11-22","Indian playwright","8776","False","Yes"
"Rosman Abdullah","2024-11-22","Singaporean drug trafficker","7918","False","Yes"
"Peter Fenwick","2024-11-22","British neuropsychiatrist and neuropsychologist","6465","False","Yes"
"Kenny Aird","2024-11-22","Scottish footballer (St Mirren, St Johnstone, Heart of Midlothian)","4050","False","Yes"
"Serge Vohor","2024-11-22","Vanuatuan politician","3868","True","No"
"Chuck Woolery","2024-11-23","American game show host (''Wheel of Fortune'', ''Love Connection'') and musician (The Avant-Garde)","677840","False","Yes"
"Nikki Kaye","2024-11-23","New Zealand politician","97633","False","Yes"
"Rico Carty","2024-11-23","Dominican baseball player (Atlanta Braves, Cleveland Indians, Chicago Cubs)","47867","False","Yes"
"Fred R. Harris","2024-11-23","American politician","44017","False","Yes"
"Gabriel Cotabiță","2024-11-23","Romanian singer","16346","False","Yes"
"Michael Villella","2024-11-23","American actor (''The Slumber Party Massacre'', ''Love Letters'', ''Wild Orchid'')","7744","False","Yes"
"Susan Pitt","2024-11-23","American Olympic swimmer (1964)","7608","False","Yes"
"Julio Medina","2024-11-23","Colombian actor (''Zoot Suit'', ''Ilona Arrives with the Rain'')","5308","False","Yes"
"Pavel Karmanov","2024-11-23","Russian composer","3662","True","No"
"Cynthia Zukas","2024-11-23","South African-born Zambian painter","3076","False","Yes"
"Bob Bryar","2024-11-24","American drummer (My Chemical Romance)","795417","False","Yes"
"Barbara Taylor Bradford","2024-11-24","British-American novelist (''A Woman of Substance'', ''Hold the Dream'')","138080","False","Yes"
"Breyten Breytenbach","2024-11-24","South African writer","63097","False","Yes"
"Zvi Kogan","2024-11-24","Israeli-Moldovan rabbi","35495","True","No"
"Helen Gallagher","2024-11-24","American actress (''Hazel Flagg'', ''Ryan's Hope'', ''Pal Joey'')","28928","False","Yes"
"Mike Hasenfratz","2024-11-24","Canadian ice hockey referee","28175","True","No"
"Chia-ying Yeh","2024-11-24","Chinese-born Canadian poet and sinologist","25236","False","Yes"
"Siegfried Thiele","2024-11-24","German composer","22340","True","No"
"Colin Renfrew, Baron Renfrew of Kaimsthorn","2024-11-24","British archaeologist","17026","False","Yes"
"Vishakha Tripathi","2024-11-24","Indian spiritual leader and philanthropist (Jagadguru Kripalu Parishat)","10236","False","Yes"
"Earl Holliman","2024-11-25","American actor (''Police Woman'', ''The Rainmaker'', ''The Twilight Zone'')","296180","False","Yes"
"Eddie Stobart","2024-11-25","British businessman (Stobart)","96450","False","Yes"
"John Tinniswood","2024-11-25","British supercentenarian","88695","False","Yes"
"Hal Lindsey","2024-11-25","American evangelist and Christian writer ''(The Late Great Planet Earth)''","52458","False","Yes"
"Harris Rosen","2024-11-25","American hotelier","23762","False","Yes"
"Miguel Ángel Ayuso Guixot","2024-11-25","Spanish Roman Catholic cardinal","8453","False","Yes"
"Lars Wistedt","2024-11-25","Swedish military officer and politician","5381","False","Yes"
"Shashi Ruia","2024-11-25","Indian conglomerate industry executive","3526","False","Yes"
"Ernie McMillan","2024-11-25","American football player (St. Louis Cardinals, Green Bay Packers)","3502","False","Yes"
"Timotej","2024-11-25","Macedonian Orthodox prelate","3349","True","No"
"Suchir Balaji","2024-11-26","American artificial intelligence researcher and whistleblower (OpenAI)","232683","False","Yes"
"Jim Abrahams","2024-11-26","American film director and screenwriter (''Airplane!'', ''The Naked Gun'', ''Hot Shots!'')","96273","False","Yes"
"Scott L. Schwartz","2024-11-26","American actor (''Savate'', ''Fire Down Below'', ''Ocean's'')","44318","False","Yes"
"Leah Kunkel","2024-11-26","American singer (The Coyote Sisters) and attorney","38230","False","Yes"
"Shalom Nagar","2024-11-26","Yemeni-born Israeli prison guard","32732","False","Yes"
"Malcolm Smith","2024-11-26","Canadian-American motorcycle racer","20448","False","Yes"
"Maria Limanskaya","2024-11-26","Russian traffic controller","12195","False","Yes"
"Gemma Hussey","2024-11-26","Irish politician","11418","False","Yes"
