"name","death_date","description","pageviews","llm_knows_death","llm_response"
"Sidney Walton","2021-10-02","American World War II veteran","13862","True","No"
"Ziauddin Ahmed Bablu","2021-10-02","Bangladeshi politician","13083","True","No"
"Richard Evans","2021-10-02","American actor (''Peyton Place'', ''Islands in the Stream'', ''Dirty Little Billy'')","10696","True","No"
"Dattaram Maruti Mirasdar","2021-10-02","Indian writer and humourist","7496","True","No"
"Colin Pratt","2021-10-02","English motorcycle speedway rider (Poole Pirates, Stoke Potters, Hackney Hawks)","7002","True","No"
"Ghanashyam Nayak","2021-10-03","Indian actor (''Taarak Mehta Ka Ooltah Chashmah'', ''Krantiveer'', ''Hum Dil De Chuke Sanam'')","295575","True","No"
"Lars Vilks","2021-10-03","Swedish visual artist","165772","True","No"
"Bernard Tapie","2021-10-03","French businessman","109540","True","No"
"Todd Akin","2021-10-03","American politician","55473","True","No"
"Cynthia Harris","2021-10-03","American actress (''Mad About You'', ''Edward & Mrs. Simpson'', ''Three Men and a Baby'')","34802","True","No"
"Sir John Chilcot","2021-10-03","British civil servant","23514","True","No"
"Marc Pilcher","2021-10-03","British makeup artist (''Bridgerton'', ''Downton Abbey'', ''Mary Queen of Scots'')","17791","True","No"
"Siegfried Borchardt","2021-10-03","German political activist","9925","True","No"
"Alan Grahame","2021-10-03","British motorcycle speedway rider (Poole Pirates, Hull Vikings, Cradley Heathens)","8994","True","No"
"Tomas Norström","2021-10-03","Swedish actor (''The Hunters'', ''Good Evening, Mr. Wallenberg'', ''The White Viking'')","6359","True","No"
"Alan Kalter","2021-10-04","American television announcer (''Late Show with David Letterman'')","46324","True","No"
"Budge Patty","2021-10-04","American Hall of Fame tennis player","31362","True","No"
"Sebastian Shaw","2021-10-04","Vietnamese-born American serial killer","26932","True","No"
"Eddie Robinson","2021-10-04","American baseball player (Cleveland Indians) and general manager (Texas Rangers, Atlanta Braves)","25721","True","No"
"Roger Stuart Bacon","2021-10-04","Canadian politician","3432","True","No"
"Ivan Johnson","2021-10-04","Bahamian-born English cricketer (Worcestershire) and journalist","3238","True","No"
"Sergey Danilin","2021-10-04","Russian luger","3117","True","No"
"Laurie Davidson","2021-10-04","New Zealand yacht designer (''NZL 32'')","2360","True","No"
"Michael Ferguson","2021-10-04","British television director and producer (''EastEnders'', ''The Bill'', ''Casualty'')","2028","True","No"
"Shakti Sinha","2021-10-04","Indian civil servant","1892","True","No"
"Nadia Chaudhri","2021-10-05","Pakistani-born Canadian psychologist","46604","True","No"
"Nikos Tsoumanis","2021-10-05","Greek footballer (Kerkyra, Panthrakikos, Apollon Pontou)","33970","True","No"
"Pat Fish","2021-10-05","English musician (The Jazz Butcher)","19686","True","No"
"Siran Upendra Deraniyagala","2021-10-05","Sri Lankan archaeologist","16028","True","No"
"Fathali Oveisi","2021-10-05","Iranian actor (''Captain Khorshid'', ''Hamoun'', ''Love-stricken'')","13107","True","No"
"Hobo Jim","2021-10-05","American folk singer-songwriter","12094","True","No"
"Ernest Lee Johnson","2021-10-05","American convicted criminal","8857","True","No"
"Zoran Stanković","2021-10-05","Serbian military officer and politician","6275","False","Yes"
"Pierre Légaré","2021-10-05","Canadian comedian","4328","True","No"
"Jerry Shipp","2021-10-05","American basketball player (Phillips 66ers, national team)","4131","True","No"
"Arvind Trivedi","2021-10-06","Indian actor (''Ramayan'', ''Vikram Aur Betaal'', ''Desh Re Joya Dada Pardesh Joya'')","83248","True","No"
"Gerald Home","2021-10-06","British actor (''Return of the Jedi'', ''London Boulevard'') and puppeteer (''Little Shop of Horrors'')","27330","True","No"
"Luisa Mattioli","2021-10-06","Italian actress (''The Angel of the Alps'', ''Mia nonna poliziotto'', ''Romulus and the Sabines'')","15641","True","No"
"Martin J. Sherwin","2021-10-06","American historian and biographer (''American Prometheus'')","11575","True","No"
"Yesudasan","2021-10-06","Indian cartoonist","11208","True","No"
"Andrianafidisoa","2021-10-06","Malagasy military officer and convicted coupist","5860","True","No"
"Sewa Singh Sekhwan","2021-10-06","Indian politician","5172","True","No"
"Ted Venetoulis","2021-10-06","American politician","4609","True","No"
"V. M. M. Nair","2021-10-06","Indian diplomat and civil servant","4290","True","No"
"Otilia Larrañaga","2021-10-06","Mexican actress (''The Price of Living'') and dancer","3211","True","No"
"James Brokenshire","2021-10-07","British politician","205652","True","No"
"Reggie Parks","2021-10-07","Canadian professional wrestler (AWA) and engraver (WWE)","34578","True","No"
"Rick Jones","2021-10-07","Canadian-born British television presenter (''Play School'', ''Fingerbobs'') and musician (Meal Ticket)","27879","True","No"
"Myriam Sarachik","2021-10-07","Belgian-born American experimental physicist","18313","True","No"
"Jan Shutan","2021-10-07","American actress (''Room 222'', ''Ben Casey'')","12133","True","No"
"Johnny Gold","2021-10-07","British nightclub owner and promoter","11902","True","No"
"Chen Wenxin","2021-10-07","Chinese biologist","10750","True","No"
"Clement Bowman","2021-10-07","Canadian chemical engineer","8451","True","No"
"Peter Silverman","2021-10-07","Canadian journalist","7217","True","No"
"Clifford Grant","2021-10-07","Australian operatic bass singer","2267","True","No"
"Raymond T. Odierno","2021-10-08","American military officer","139282","True","No"
"Piraisoodan","2021-10-08","Indian lyricist (''En Rasavin Manasile'', ''Thayagam'', ''Krishna Krishna'')","26659","True","No"
"Pauline Bart","2021-10-08","American sociologist","16088","True","No"
"Mordechai Geldman","2021-10-08","German-born Israeli poet and psychologist","11289","True","No"
"Tony MacMahon","2021-10-08","Irish button accordion player and radio and television broadcaster","10554","True","No"
"Marina Galanou","2021-10-08","Greek LGBT rights activist","10093","True","No"
"Jim Pembroke","2021-10-08","English-born Finnish rock musician (Wigwam)","8068","True","No"
"Owen Luder","2021-10-08","British architect","7135","True","No"
"Sanpei Shirato","2021-10-08","Japanese manga artist (''Kamui'')","4716","True","No"
"Nola Chilton","2021-10-08","Israeli theatre director","3502","True","No"
"Abolhassan Banisadr","2021-10-09","Iranian politician","48078","True","No"
"Anne Saxelby","2021-10-09","American cheesemonger","47300","True","No"
"Chito Gascon","2021-10-09","Filipino lawyer","28600","True","No"
"Shawn McLemore","2021-10-09","American gospel singer","23380","True","No"
"Farooq Feroze Khan","2021-10-09","Pakistani military officer","14690","True","No"
"Yossi Maiman","2021-10-09","German-born Israeli banking executive","12541","True","No"
"Sikandar Hayat Khan","2021-10-09","Pakistani politician","6386","True","No"
"Ali Atwa","2021-10-09","60s","5489","True","No"
"Keitaro Hoshino","2021-10-09","Japanese boxer","4492","True","No"
"Hosea Macharinyang","2021-10-09","Kenyan runner","4081","True","No"
"Abdul Qadeer Khan","2021-10-10","Pakistani nuclear physicist","327001","True","No"
"Ruthie Tompson","2021-10-10","American animator (''Pinocchio'', ''Fantasia'', ''Dumbo'')","75482","True","No"
"Granville Adams","2021-10-10","American actor (''Oz'', ''Homicide: Life on the Street'', ''Empire'')","57971","True","No"
"David Kennedy","2021-10-10","American advertising executive","31178","True","No"
"Ramon Barba","2021-10-10","Filipino inventor and horticulturist","13633","True","No"
"Luis de Pablo","2021-10-10","Spanish composer (Generación del 51)","12117","True","No"
"Evelyn Richter","2021-10-10","German art photographer","10960","True","No"
"Bob Herron","2021-10-10","American stuntman (''Spartacus'', ''Diamonds Are Forever'', ''Rocky'') and actor","8645","True","No"
"Megan Rice","2021-10-10","American nun and nuclear disarmament activist","5884","True","No"
"Toshirō Daigo","2021-10-10","Japanese judoka","4453","True","No"
"Nedumudi Venu","2021-10-11","Indian actor (''Aaravam'', ''Thakara'', ''Manjil Virinja Pookkal'')","312204","True","No"
"Brian Goldner","2021-10-11","American business executive and film producer (''Transformers'', ''G.I. Joe'')","150818","True","No"
"Deon Estus","2021-10-11","American bassist and vocalist (Wham!, George Michael)","58575","True","No"
"Trevor Hemmings","2021-10-11","British football club (Cork City, Preston North End) and racehorse owner","50132","True","No"
"Emani 22","2021-10-11","American R&B singer","40194","True","No"
"Stewart Murray Wilson","2021-10-11","New Zealand convicted sex offender","31339","True","No"
"Muhammad Pervaiz Malik","2021-10-11","Pakistani politician","24420","True","No"
"Enamul Haque","2021-10-11","Bangladeshi chemist and actor (''Emiler Goenda Bahini'', ''Ei Shob Din Ratri'', ''Amar Bondhu Rashed'')","23892","True","No"
"Emiliano Aguirre","2021-10-11","Spanish paleontologist","13125","True","No"
"Tony DeMarco","2021-10-11","American Hall of Fame boxer","11858","True","No"
"Paddy Moloney","2021-10-12","Irish musician (The Chieftains) and producer","93663","True","No"
"Hubert Germain","2021-10-12","French resistance fighter and politician","21436","True","No"
"Eddie Jaku","2021-10-12","German-born Australian writer and Holocaust survivor","19253","True","No"
"Marcus Malone","2021-10-12","American percussionist (Santana) and composer (""Soul Sacrifice"")","14448","True","No"
"Roy Horan","2021-10-12","American actor (''Game of Death II'', ''Snake in the Eagle's Shadow'') and martial artist","13809","True","No"
"Julija Portjanko","2021-10-12","Ukrainian-born Macedonian handball player (Kometal Gjorče Petrov, Arvor 29, Macedonia national team)","12055","True","No"
"Ricarlo Flanagan","2021-10-12","American comedian and actor (''Shameless'', ''Walk the Prank'')","9612","True","No"
"Victor Gregg","2021-10-12","British author and World War II veteran","8026","True","No"
"Warren Bryant","2021-10-12","American football player (Atlanta Falcons, Los Angeles Raiders)","7914","True","No"
"Raúl Baduel","2021-10-12","Venezuelan military officer and politician","7293","True","No"
"Gary Paulsen","2021-10-13","American novelist (''Hatchet'', ''Dogsong'', ''The River'')","119480","True","No"
"Agnes Tirop","2021-10-13","Kenyan Olympic long-distance runner (2020)","94661","True","No"
"Andrea Haugen","2021-10-13","German singer (Cradle of Filth)","92950","True","No"
"Ray Fosse","2021-10-13","American baseball player (Cleveland Indians, Oakland Athletics, Seattle Mariners) and broadcaster","79150","True","No"
"Viktor Bryukhanov","2021-10-13","Uzbek engineer","40064","True","No"
"Norm Provan","2021-10-13","Australian rugby league player (St. George Dragons, New South Wales, national team)","29837","True","No"
"Earl Old Person","2021-10-13","American Blackfeet chief","22342","True","No"
"Timuel Black","2021-10-13","American historian and civil rights activist","15707","True","No"
"Otis Armstrong","2021-10-13","American Hall of Fame football player (Purdue Boilermakers, Denver Broncos)","9973","True","No"
"Dale Kildee","2021-10-13","American politician","9593","True","No"
"Marko Živić","2021-10-14","Serbian actor (''Balkan Shadows'', ''The Belgrade Phantom'') and television host (''Marko Živić Show'')","28910","True","No"
"Sir Gerry Robinson","2021-10-14","Irish-born British television presenter (''Can Gerry Robinson Fix the NHS?'') and executive","24073","True","No"
"Diane Weyermann","2021-10-14","American film producer (''Collective'', ''An Inconvenient Truth'', ''RBG'')","17532","True","No"
"Tom Morey","2021-10-14","American musician","16962","True","No"
"Abu Musab al-Barnawi","2021-10-14","Nigerian Islamic militant","13057","True","No"
"Phil Leadbetter","2021-10-14","American resonator guitar player","11981","True","No"
"Joseph Kofi Adda","2021-10-14","Ghanaian politician","6590","True","No"
"Lee Wan-koo","2021-10-14","South Korean politician","6021","True","No"
"Susagna Arasanz","2021-10-14","Andorran politician and economist","1861","True","No"
"Raymond Setlakwe","2021-10-14","Canadian entrepreneur","1814","True","No"
"Sir David Amess","2021-10-15","British politician","1396473","True","No"
"Joanna Cameron","2021-10-15","American actress (''The Secrets of Isis'', ''I Love My Wife'', ''Pretty Maids All in a Row'')","68030","True","No"
"Avi Barot","2021-10-15","Indian cricketer (Saurashtra)","32766","True","No"
"Masten Wanjala","2021-10-15","Kenyan suspected serial killer","32624","True","No"
"Dorothy Steel","2021-10-15","American actress (''Black Panther'', ''Poms'', ''Jumanji: The Next Level'')","23092","True","No"
"Farrukh Jaffar","2021-10-15","Indian actress (''Umrao Jaan'', ''What Will People Say'', ''Gulabo Sitabo'')","19703","False","Yes"
"Gerd Ruge","2021-10-15","German journalist (''ARD'', ''Die Welt'')","14109","True","No"
"G. K. Govinda Rao","2021-10-15","Indian actor (''Grahana'', ''Maha Parva'', ''Malgudi Days'') and writer","13544","True","No"
"Abel Rodríguez","2021-10-15","Cuban actor (''El clon'')","13358","True","No"
"Reinhold Roth","2021-10-15","German motorcycle racer","9002","True","No"
"Betty Lynn","2021-10-16","American actress (''The Andy Griffith Show'', ''Cheaper by the Dozen'', ''Meet Me in Las Vegas'')","187032","True","No"
"Ron Tutt","2021-10-16","American drummer (Elvis Presley, Neil Diamond, Roy Orbison)","70036","True","No"
"Alan Hawkshaw","2021-10-16","British composer (''Grange Hill'', ''Countdown'', ''Channel 4 News'') and keyboard player","39985","True","No"
"Dennis Franks","2021-10-16","American football player (Philadelphia Eagles, Detroit Lions)","29359","True","No"
"Máire Mhac an tSaoi","2021-10-16","Irish poet and linguist","22843","True","No"
"Freddie Joe Nunn","2021-10-16","American football player (Arizona Cardinals, Indianapolis Colts)","21178","True","No"
"Leo Boivin","2021-10-16","Canadian Hall of Fame ice hockey player (Boston Bruins, Toronto Maple Leafs, Pittsburgh Penguins) and coach","18354","True","No"
"Hiroshi Ono","2021-10-16","Japanese pixel artist (Namco)","16510","True","No"
"Pat Studstill","2021-10-16","American football player (Detroit Lions, Los Angeles Rams, New England Patriots)","13105","True","No"
"Geoffrey Chater","2021-10-16","British actor (''Mapp & Lucia'', ''Callan'', ''Barry Lyndon'')","12021","True","No"
"Brendan Kennelly","2021-10-17","Irish poet","41325","True","No"
"Ernie Ross","2021-10-17","British politician","22160","True","No"
"Mike McCoy","2021-10-17","American petroleum engineer","20257","True","No"
"Brian Gassaway","2021-10-17","American mixed martial artist (UFC)","14377","True","No"
"Margaret York","2021-10-17","American police officer","11897","True","No"
"Mahipal Maderna","2021-10-17","Indian politician","10964","True","No"
"Chuck Bundrant","2021-10-17","American businessman","6145","True","No"
"Ahmad Shah Ahmadzai","2021-10-17","Afghan politician","6004","True","No"
"Robin Wood","2021-10-17","Paraguayan comic book writer (''Nippur de Lagash'', ''Dago'')","5118","True","No"
"Abdul Jamil Khan","2021-10-17","Pakistani doctor and hospital chairman","4703","True","No"
"Colin Powell","2021-10-18","American general and politician","2878969","True","No"
"Christopher Ayres","2021-10-18","American voice actor (''Dragon Ball'', ''One Piece'', ''Black Butler'')","303059","True","No"
"Sean Wainui","2021-10-18","New Zealand rugby union player (Taranaki, Chiefs, Māori All Blacks)","158051","True","No"
"William Lucking","2021-10-18","American actor (''Sons of Anarchy'', ''The Rundown'', ''The Magnificent Seven Ride!'')","82224","True","No"
"Jack Angel","2021-10-18","American voice actor (''Voltron'', ''The Transformers'', ''A.I. Artificial Intelligence'')","47084","True","No"
"Edita Gruberová","2021-10-18","Slovak operatic soprano","45013","True","No"
"Val Bisoglio","2021-10-18","American actor (''Saturday Night Fever'', ''The Frisco Kid'', ''Quincy, M.E.'')","34203","True","No"
"David Finn","2021-10-18","American public relations executive and photographer","17895","True","No"
"Jo-Carroll Dennison","2021-10-18","American pageant winner (Miss America 1942) and actress (''Winged Victory'', ''The Jolson Story'')","17776","True","No"
"Bandula Warnapura","2021-10-18","Sri Lankan cricketer (Bloomfield, national team)","17560","True","No"
"Leslie Bricusse","2021-10-19","British composer (''Willy Wonka & the Chocolate Factory'')","80630","True","No"
"Branko Mamula","2021-10-19","Serbian politician and military officer","9952","True","No"
"Sir Archie Lamb","2021-10-19","British fighter pilot and diplomat","4307","True","No"
"Bernard Tiphaine","2021-10-19","French actor","3112","True","No"
"Gary Summerhays","2021-10-19","Canadian boxer","3031","True","No"
"Kjersti Alveberg","2021-10-19","Norwegian dancer and choreographer","2216","True","No"
"Abdelouahed Belkeziz","2021-10-19","Moroccan diplomat","1716","True","No"
"Pierre Kerkhoffs","2021-10-19","Dutch footballer (SC Enschede, PSV, national team)","1692","True","No"
"Michel Nadeau","2021-10-19","Canadian administrator and journalist","1530","True","No"
"Tullis Onstott","2021-10-19","American geologist","1247","True","No"
"Mihaly Csikszentmihalyi","2021-10-20","Hungarian-American psychologist (flow state concept)","76094","True","No"
"Jerry Pinkney","2021-10-20","American illustrator (''John Henry'', ''The Talking Eggs: A Folktale from the American South'') and children's writer (''The Lion & the Mouse'')","32513","True","No"
"Hans Haselböck","2021-10-20","Austrian organist and composer","14469","True","No"
"Pat Campbell","2021-10-20","American talk radio host (KFAQ)","13495","True","No"
"Dragan Pantelić","2021-10-20","Serbian footballer (Radnički Niš, Bordeaux, Yugoslavia national team)","10735","False","Yes"
"Tom Hannegan","2021-10-20","American politician","8167","True","No"
"Michael Laughlin","2021-10-20","American film director (''Strange Invaders'')","7089","True","No"
"Bjorn Thorsrud","2021-10-20","American music producer","3762","True","No"
"Eudora Quartey-Koranteng","2021-10-20","Ghanaian diplomat","3290","True","No"
"Ray Allsopp","2021-10-20","Australian footballer (Richmond, Victoria)","2813","True","No"
"Halyna Hutchins","2021-10-21","Ukrainian-American cinematographer (''Archenemy'', ''Darlin''', ''Rust'')","1176699","True","No"
"Bernard Haitink","2021-10-21","Dutch conductor (Royal Concertgebouw Orchestra, Chicago Symphony Orchestra) and opera artistic director (Royal Opera House)","54660","True","No"
"Martha Henry","2021-10-21","American-born Canadian actress (''The Wars'', ''Dancing in the Dark'', ''Mustard Bath'')","43547","True","No"
"George Butler","2021-10-21","British-American filmmaker (''Pumping Iron'', ''The Endurance: Shackleton's Legendary Antarctic Expedition'', ''Going Upriver'')","18143","True","No"
"Yasin Abu Bakr","2021-10-21","Trinidadian Islamic leader (Jamaat al Muslimeen) and coupist","14120","True","No"
"Robin McNamara","2021-10-21","American singer-songwriter (""Lay a Little Lovin' on Me"") and musician","10614","True","No"
"Kathy Flores","2021-10-21","American rugby union player (national team)","10029","True","No"
"Thích Phổ Tuệ","2021-10-21","Vietnamese Buddhist monk","5628","True","No"
"Žarko Potočnjak","2021-10-21","Croatian actor (''Visitors from the Galaxy'', ''The Glembays'', ''Go, Yellow'')","4238","True","No"
"Hassan Hanafi","2021-10-21","Egyptian philosopher","4053","True","No"
"Peter Scolari","2021-10-22","American actor (''Newhart'', ''Bosom Buddies'', ''Girls'')","597013","True","No"
"Jay Black","2021-10-22","American singer (Jay and the Americans)","103783","True","No"
"Álex Quiñónez","2021-10-22","Ecuadorian Olympic sprinter (2012)","25269","True","No"
"Udo Zimmermann","2021-10-22","German composer (''Weiße Rose'', ''Der Schuhu und die fliegende Prinzessin'')","23476","True","No"
"Adolfo J. de Bold","2021-10-22","Argentinian-Canadian cardiovascular researcher","16471","True","No"
"Valentin Gapontsev","2021-10-22","Russian-American businessman","5879","True","No"
"Sara Wilford","2021-10-22","American psychologist","5516","True","No"
"K. A. Abraham","2021-10-22","Indian cardiologist and writer","3722","True","No"
"Vera Venczel","2021-10-22","Hungarian actress (''Stars of Eger'', ''The Toth Family'')","3392","True","No"
"Irshat Fakhritdinov","2021-10-22","Russian politician","2854","True","No"
"Bob Neumeier","2021-10-23","American sportscaster (WBZ-TV, ESPN, NBC Sports)","48275","True","No"
"Minoo Mumtaz","2021-10-23","Indian actress (''Kaagaz Ke Phool'', ''Sahib Bibi Aur Ghulam'', ''Gazal'') and dancer","21608","True","No"
"Alfredo Diez Nieto","2021-10-23","Cuban composer and conductor","12719","True","No"
"Sir Michael Rutter","2021-10-23","British child psychiatrist","8971","True","No"
"Fabrizio Calvi","2021-10-23","French investigative journalist (''Libération'') and writer","5664","True","No"
"Nishat Khan Daha","2021-10-23","Pakistani politician","5536","True","No"
"Aleksandr Rogozhkin","2021-10-23","Russian film director (''Peculiarities of the National Hunt'', ''Operation Happy New Year'', ''The Cuckoo'') and writer","3098","True","No"
"Theodore H. Geballe","2021-10-23","American physicist","2925","True","No"
"Marcel Bluwal","2021-10-23","French film director (''Carom Shots'', ''The New Adventures of Vidocq'') and screenwriter","2349","True","No"
"Sirkka Turkka","2021-10-23","Finnish poet","2245","True","No"
"James Michael Tyler","2021-10-24","American actor (''Friends'', ''Motel Blue'')","654739","True","No"
"Mamat Khalid","2021-10-24","Malaysian screenwriter and director (''Puteri Gunung Ledang'', ''Zombi Kampung Pisang'', ''Hantu Kak Limah'')","39497","True","No"
"Fredrik Andersson Hed","2021-10-24","Swedish golfer","23398","True","No"
"Erna de Vries","2021-10-24","German Holocaust survivor and lecturer","21133","True","No"
"Sonny Osborne","2021-10-24","American bluegrass musician (Osborne Brothers) and banjo player","20794","True","No"
"Sunao Tsuboi","2021-10-24","Japanese ''hibakusha''","17347","True","No"
"Arnold Hano","2021-10-24","American novelist","16577","True","No"
"Krzysztof Kiersznowski","2021-10-24","Polish actor (''Vabank'', ''Fever'', ''The Mighty Angel'')","13824","True","No"
"John Traynor","2021-10-24","Irish criminal","13097","True","No"
"Gene Freidman","2021-10-24","Russian-American taxi executive","8439","True","No"
"Fofi Gennimata","2021-10-25","Greek politician","60520","True","No"
"Patrick Reyntiens","2021-10-25","British stained glass artist","11344","True","No"
"Willie Cobbs","2021-10-25","American blues singer","4321","True","No"
"Ivy Nicholson","2021-10-25","American model and actress","3710","True","No"
"Eeileen Romero","2021-10-25","Salvadoran politician and disability rights activist","3652","True","No"
"Aleksandar Shalamanov","2021-10-25","Bulgarian footballer (Slavia Sofia, national team) and Olympic alpine skier (1960)","3270","True","No"
"Tim Thompson","2021-10-25","American baseball player (Brooklyn Dodgers, Kansas City Athletics, Detroit Tigers)","2481","True","No"
"Sudi Silalahi","2021-10-25","Indonesian politician and lieutenant general","2361","True","No"
"Paul D. House","2021-10-25","Canadian fast food executive","2185","True","No"
"Jean-Claude Guibal","2021-10-25","French politician","2143","True","No"
"Walter Smith","2021-10-26","Scottish football player (Dundee United) and manager (Rangers, national team)","341816","True","No"
"Mort Sahl","2021-10-26","Canadian-born American comedian and actor (''In Love and War'', ''All the Young Men'')","111391","True","No"
"Roh Tae-woo","2021-10-26","South Korean politician","54525","True","No"
"Russell Woolf","2021-10-26","Australian radio presenter (ABC Radio Perth)","48351","True","No"
"Linda Carlson","2021-10-26","American actress (''The Beverly Hillbillies'', ''Murder One'', ''Kaz'')","18266","True","No"
"Joe Lee Dunn","2021-10-26","American college football player and coach (New Mexico Lobos, Ole Miss Rebels)","16012","True","No"
"Mike Lucci","2021-10-26","American football player (Cleveland Browns, Detroit Lions)","9075","True","No"
"Rose Lee Maphis","2021-10-26","American country singer","7789","True","No"
"Gilberto Braga","2021-10-26","Brazilian screenwriter (''Escrava Isaura'', ''Dancin' Days'', ''Água Viva'')","5640","True","No"
"Lil Terselius","2021-10-26","Swedish actress (''Games of Love and Loneliness'')","3537","True","No"
"Christopher Wenner","2021-10-27","British-East Timorese journalist (''Channel 4 News'') and television presenter (''Blue Peter'')","43251","True","No"
"Tyler Herron","2021-10-27","American baseball player (Palm Beach Cardinals)","29296","True","No"
"Bob Ferry","2021-10-27","American basketball player (Detroit Pistons, St. Louis Hawks) and executive (Washington Bullets)","23257","True","No"
"Paul Smart","2021-10-27","English short circuit motorcycle road racer","20462","True","No"
"Sandy Carmichael","2021-10-27","Scottish rugby union player (West of Scotland, Scotland national team, British & Irish Lions)","12498","True","No"
"Salem Nanjundaiah Subba Rao","2021-10-27","Indian social worker","11211","True","No"
"Wakefield Poole","2021-10-27","American dancer","9300","True","No"
"Bettina Gaus","2021-10-27","German journalist (Deutsche Welle, ''Der Spiegel'')","5514","True","No"
"Abba Sayyadi Ruma","2021-10-27","Nigerian politician","5050","True","No"
"Bernd Nickel","2021-10-27","German footballer (Eintracht Frankfurt, Young Boys, West Germany national team)","4965","True","No"
"Jovita Moore","2021-10-28","American news anchor (WSB-TV)","98152","True","No"
"Davy Tweed","2021-10-28","Irish rugby union player (national team) and politician","52229","True","No"
"Mike Trivisonno","2021-10-28","American radio broadcaster (WTAM)","42195","True","No"
"Camille Saviola","2021-10-28","American actress (''The Purple Rose of Cairo'', ''Addams Family Values'', ''Star Trek: Deep Space Nine'')","39517","True","No"
"Linwood Holton","2021-10-28","American politician","22273","True","No"
"Reinaldo Pared Pérez","2021-10-28","Dominican politician","8884","True","No"
"Dick Szymanski","2021-10-28","American football player and executive (Baltimore Colts)","4826","True","No"
"M. Krishnan Nair","2021-10-28","Indian oncologist","4748","True","No"
"Pavel Coruț","2021-10-28","Romanian writer and intelligence officer","4681","True","No"
"Ali Baghbanbashi","2021-10-28","Iranian Olympic long-distance runner (1952, 1956)","4275","True","No"
"Puneeth Rajkumar","2021-10-29","Indian actor (''Appu'', ''Abhi'', ''Maurya'')","5029321","True","No"
"Octavio Ocaña","2021-10-29","Mexican actor (''Vecinos'', ''Lola: Once Upon a Time'', ''La mexicana y el güero'')","553535","True","No"
"Malcolm Dome","2021-10-29","English music journalist (''Record Mirror'', ''Kerrang!'', ''Metal Hammer'')","31833","True","No"
"Ashley Mallett","2021-10-29","Australian cricketer (South Australia, national team)","23908","True","No"
"Iran Darroudi","2021-10-29","Iranian artist","17635","True","No"
"Clément Mouamba","2021-10-29","Congolese politician","4761","True","No"
"Mehdi Cerbah","2021-10-29","Algerian footballer (JS Kabylie, RC Kouba, national team)","3494","True","No"
"Raoul Middleman","2021-10-29","American painter","1900","True","No"
"Bettina Plevan","2021-10-29","American lawyer","1740","True","No"
"Reidar Due","2021-10-29","Norwegian politician","1584","True","No"
"Bert Newton","2021-10-30","Australian television presenter (''In Melbourne Tonight'', ''Good Morning Australia'', ''Bert's Family Feud'')","260775","True","No"
"Jerry Remy","2021-10-30","American baseball player (California Angels, Boston Red Sox) and broadcaster (NESN)","142586","True","No"
"Alan Davidson","2021-10-30","Australian Hall of Fame cricketer (New South Wales, national team)","28359","True","No"
"Bernardo Tengarrinha","2021-10-30","Portuguese footballer (Vitória de Setúbal, CSKA Sofia, Boavista)","25148","True","No"
"Igor Kirillov","2021-10-30","Russian news anchor (CT USSR)","14483","True","No"
"G. S. Bali","2021-10-30","Indian politician","10598","True","No"
"O.Y.G Redrum 781","2021-10-30","American rapper","10503","True","No"
"Eric Greif","2021-10-30","American band manager and lawyer","9571","True","No"
"Justus Rosenberg","2021-10-30","Polish-born American educator","7540","True","No"
"Crossbelt Mani","2021-10-30","Indian film director (''Midumidukki'', ''Manushyabandhangal'', ''Nadeenadanmare Avasyamundu'')","7016","True","No"
"Alpo Martinez","2021-10-31","American drug dealer","585232","True","No"
"IMDb","2021-10-31","","484334","True","No"
"Dame Catherine Tizard","2021-10-31","New Zealand politician","33485","True","No"
"Simon Young","2021-10-31","Irish radio presenter (RTÉ 2fm)","31904","True","No"
"James Jemut Masing","2021-10-31","Malaysian politician","27210","True","No"
"Frank Farrar","2021-10-31","American politician","22189","True","No"
"Antonia Terzi","2021-10-31","Italian aerodynamicist","21848","True","No"
"Doğan Akhanlı","2021-10-31","Turkish-German writer","12209","True","No"
"Dean Shek","2021-10-31","Hong Kong actor (''Drunken Master'', ''A Better Tomorrow II'', ''The Dragon from Russia'')","11296","True","No"
"Peter Philpott","2021-10-31","Australian cricketer (New South Wales, national team)","7750","True","No"
