"name","death_date","description","pageviews","llm_knows_death","llm_response"
"Roberto Orci","2025-02-25","Mexican-born American screenwriter (''Star Trek'', ''Transformers'') and television producer (''Fringe'')","99625","False","Yes"
"Abdullah Al Noman","2025-02-25","Bangladeshi politician","20995","True","No"
"Simon Lindley","2025-02-25","English organist","20010","False","Yes"
"Jennifer Johnston","2025-02-25","Irish novelist (''How Many Miles to Babylon?'', ''The Christmas Tree'', ''The Illusionist'')","15898","False","Yes"
"Michelle Trachtenberg","2025-02-26","American actress (''Buffy the Vampire Slayer'', ''Harriet the Spy'', ''Gossip Girl'')","8096790","False","Yes"
"Dave Frankel","2025-02-26","American news anchor and weatherman (WPVI-TV, KYW-TV)","20832","False","Yes"
"Anike Agbaje-Williams","2025-02-26","Nigerian newsreader","19140","True","No"
"Anil R. Joshi","2025-02-26","Indian poet and essayist","15224","True","No"
"Boris Spassky","2025-02-27","Russian chess grandmaster","107875","False","Yes"
"Javier Dorado","2025-02-27","Spanish footballer (Salamanca, Rayo Vallecano, Sporting de Gijón)","100214","False","Yes"
"Uttam Mohanty","2025-02-27","Indian actor (''Naya Zaher'', ''Ae Jugara Krushna Sudama'', ''Purushottam'')","44668","False","Yes"
"Melody Beattie","2025-02-27","American self-help author","19340","False","Yes"
"David Johansen","2025-02-28","American musician (New York Dolls)","490824","True","No"
"IMDb","2025-02-28","","126337","False","Yes"
"Joseph Wambaugh","2025-02-28","American author (''The Onion Field'', ''Echoes in the Darkness'', ''The Blue Knight'')","36593","False","Yes"
"Hamid Ul Haq Haqqani","2025-02-28","Pakistani Islamic scholar and politician","31027","True","No"
"Carson Jones","2025-02-28","American boxer","24836","False","Yes"
"Temmy Shmull","2025-02-28","Paluan government minister","19316","True","No"
"Osamu Nishimura","2025-02-28","Japanese professional wrestler (NJPW, AJPW)","17800","True","No"
"Angie Stone","2025-03-01","American singer (""No More Rain (In This Cloud)"", ""Wish I Didn't Miss You"") and rapper (The Sequence)","1223938","False","Yes"
"Tim Kruger","2025-03-01","German pornographic film actor and director","153360","False","Yes"
"Jack Vettriano","2025-03-01","Scottish painter (''The Singing Butler'')","142196","False","Yes"
"Joey Molland","2025-03-01","English guitarist (Badfinger) and songwriter (""Love Is Easy"", ""Love Is Gonna Come at Last"")","120820","True","No"
"Hazel Nell Dukes","2025-03-01","American civil rights activist","58985","True","No"
"Bill Dare","2025-03-01","English television producer and writer (''Dead Ringers'', ''The Now Show'', ''Spitting Image'')","45539","False","Yes"
"Nico Hidalgo","2025-03-01","Spanish footballer (Recreativo Granada, Cádiz, Racing de Santander)","39675","False","Yes"
"Paulito FG","2025-03-01","Cuban salsa and timba musician","32782","False","Yes"
"Pat Ingoldsby","2025-03-01","Irish poet and television presenter","23110","True","No"
"George Lowe","2025-03-02","American voice actor (''Space Ghost Coast to Coast'', ''Aqua Teen Hunger Force'', ''Robot Chicken'')","154375","False","Yes"
"Buvaisar Saitiev","2025-03-02","Russian freestyle wrestler and politician","143762","False","Yes"
"Bernhard Vogel","2025-03-02","German politician","21067","True","No"
"Dieuwertje Blok","2025-03-02","Dutch actress","18363","False","Yes"
"Kathryn Apanowicz","2025-03-03","British actress (''Angels'', ''EastEnders'') and television presenter (''Calendar'')","125199","False","Yes"
"Lincoln Díaz-Balart","2025-03-03","Cuban-American politician","93438","True","No"
"Padmakar Shivalkar","2025-03-03","Indian cricketer (Bombay)","37609","True","No"
"Eleonora Giorgi","2025-03-03","Italian actress (''Talcum Powder'', ''To Forget Venice'', ''Inferno'') and film director","33608","False","Yes"
"Dore Gold","2025-03-03","American-Israeli political scientist and diplomat","25729","False","Yes"
"Randy Brown","2025-03-03","American R&B singer","21258","False","Yes"
"Roy Ayers","2025-03-04","American musician and composer (''Everybody Loves the Sunshine'')","218066","False","Yes"
"Oleg Gordievsky","2025-03-04","Russian-British double agent","86647","True","No"
"Gene Winfield","2025-03-04","American automotive customizer (''Blade Runner'', ''RoboCop'', ''The Last Starfighter'')","70780","True","No"
"Selwyn Raab","2025-03-04","American journalist (''The New York Times'') and author","36933","False","Yes"
"DJ Funk","2025-03-04","American musician and producer","33703","False","Yes"
"Peter Engel","2025-03-04","American television producer (''Saved by the Bell'', ''City Guys'', ''Hang Time'')","26958","False","Yes"
"Pamela Bach","2025-03-05","American actress (''Baywatch'')","614142","False","Yes"
"Sylvester Turner","2025-03-05","American politician","387330","False","Yes"
"Fred Stolle","2025-03-05","Australian Hall of Fame tennis player","26867","False","Yes"
"Edesio Alejandro","2025-03-05","Cuban singer","23475","True","No"
"Brian James","2025-03-06","English punk rock guitarist (The Damned, The Lords of the New Church) and songwriter (""New Rose"")","113719","False","Yes"
"Crystal-Donna Roberts","2025-03-06","South African actress (''Arendsvlei'', ''The Endless River'', ''Chronicle'')","75843","False","Yes"
"Australian Suicide","2025-03-06","Australian professional wrestler (AAA)","56133","False","Yes"
"Art Schallock","2025-03-06","American baseball player (New York Yankees, Baltimore Orioles)","38142","True","No"
"Krzysztof Kononowicz","2025-03-06","Polish political activist","23550","True","No"
"Brad Sigmon","2025-03-07","American convicted murderer","341888","False","Yes"
"D'Wayne Wiggins","2025-03-07","American musician (Tony! Toni! Toné!) and songwriter (""Feels Good"")","188277","False","Yes"
"Doyin Okupe","2025-03-07","Nigerian physician and politician","39982","True","No"
"Kevin Drum","2025-03-07","American journalist and blogger (''Mother Jones'')","20861","False","Yes"
"Beau Dozier","2025-03-08","American songwriter and record producer","159410","False","Yes"
"L. J. Smith","2025-03-08","American author (''The Vampire Diaries'', ''Night World'', ''The Secret Circle'')","88331","False","Yes"
"Athol Fugard","2025-03-08","South African playwright (''The Road to Mecca'', ''Blood Knot'', ''""Master Harold""...and the Boys'') and political activist","70691","True","No"
"Mark Klein","2025-03-08","American technician and whistleblower","31332","True","No"
"Naima Samih","2025-03-08","Moroccan singer","15054","True","No"
"Simon Fisher-Becker","2025-03-09","British actor (''Puppy Love'', ''Harry Potter and the Philosopher's Stone'', ''Doctor Who'')","234374","True","No"
"Garimella Balakrishna Prasad","2025-03-09","Indian classical musician and composer","20785","True","No"
"Dick McTaggart","2025-03-09","Scottish boxer","17283","True","No"
"Hans Peter Korff","2025-03-09","German actor (''Diese Drombuschs'', ''Pappa Ante Portas'', ''Beresina, or the Last Days of Switzerland'')","15553","True","No"
"Wheesung","2025-03-10","South Korean singer","274082","False","Yes"
"Stedman Pearson","2025-03-10","British singer (Five Star)","112848","False","Yes"
"Carl Lundström","2025-03-10","Swedish businessman and political activist","84725","True","No"
"Stanley R. Jaffe","2025-03-10","American film producer (''Kramer vs. Kramer'', ''Fatal Attraction'', ''The Accused'')","45878","True","No"
"Craig Wolfley","2025-03-10","American football player (Pittsburgh Steelers)","42673","False","Yes"
"Marc Neil-Jones","2025-03-10","British-born Vanuatuan journalist","23052","False","Yes"
"Junior Bridgeman","2025-03-11","American basketball player (Milwaukee Bucks, Los Angeles Clippers) and businessman","279311","False","Yes"
"Clive Revill","2025-03-11","New Zealand actor (''The Empire Strikes Back'', ''Irma La Douce'', ''Oliver!'')","88794","False","Yes"
"Cocoa Tea","2025-03-11","Jamaican reggae singer and songwriter","84800","True","No"
"Dave Mallow","2025-03-11","American voice actor (''Mighty Morphin Power Rangers'', ''Digimon'', ''World of Warcraft'')","41112","False","Yes"
"Mark Dobies","2025-03-11","American actor (''One Life to Live'', ''Guiding Light'')","34963","True","No"
"Bob Rivers","2025-03-11","American Hall of Fame radio personality (KISW, KJR) and parody musician (''Twisted Christmas'')","30455","False","Yes"
"Robert Trebor","2025-03-11","American actor (''Hercules: The Legendary Journeys'', ''Raise Your Voice'', ''Jiminy Glick in Lalawood'')","15614","True","No"
"Oliver Miller","2025-03-12","American basketball player (Phoenix Suns, Detroit Pistons, Toronto Raptors)","152163","False","Yes"
"Bruce Glover","2025-03-12","American actor (''Diamonds Are Forever'', ''Walking Tall'', ''Chinatown'')","111625","True","No"
"Syed Abid Ali","2025-03-12","Indian cricketer (Hyderabad, national team)","28054","True","No"
"Maisie Trollette","2025-03-12","British drag queen","19890","True","No"
"Raúl Grijalva","2025-03-13","American politician","166572","False","Yes"
"John Feinstein","2025-03-13","American Hall of Fame sportswriter (''The Washington Post'', ''The Sporting News'') and author (''A Season on the Brink'')","147768","False","Yes"
"Sofia Gubaidulina","2025-03-13","Russian composer (''Offertorium'', ''The Canticle of the Sun'', Concerto for violin, cello and bayan)","55150","True","No"
"Sam Macaroni","2025-03-13","American actor (''National Lampoon's TV: The Movie'', ''Electric Apricot: Quest for Festeroo'')","53020","False","Yes"
"Yallunder","2025-03-13","South African singer","34448","False","Yes"
"Radiša Ilić","2025-03-13","Serbian footballer (Partizan, OFK Beograd, national team)","24474","True","No"
"A. A. M. S. Arefin Siddique","2025-03-13","Bangladeshi academic administrator","18038","True","No"
"Deb Mukherjee","2025-03-14","Indian actor (''Aansoo Ban Gaye Phool'', ''Karate'', ''Gudgudee'')","216371","True","No"
"Alan Simpson","2025-03-14","American politician","100394","False","Yes"
"Demyan Hanul","2025-03-14","Ukrainian activist (Right Sector)","40763","False","Yes"
"Virginia Newell","2025-03-14","American academic","25776","True","No"
"Dag Solstad","2025-03-14","Norwegian author (''Gymnaslærer Pedersens beretning om den store politiske vekkelse som har hjemsøkt vårt land'') and dramatist","22108","True","No"
"Wings Hauser","2025-03-15","American actor (''Tough Guys Don't Dance'', ''The Siege of Firebase Gloria'', ''Vice Squad'')","316929","False","Yes"
"Les Binks","2025-03-15","Northern Irish Hall of Fame heavy metal drummer (Judas Priest)","70159","False","Yes"
"Slick Watts","2025-03-15","American basketball player (Seattle SuperSonics, New Orleans Jazz, Houston Rockets)","59743","True","No"
"Munir Shakir","2025-03-15","Pakistani Islamic cleric","45437","True","No"
"Nita Lowey","2025-03-15","American politician","39031","False","Yes"
"Delia Razon","2025-03-15","Filipino actress (''Rodrigo de Villa'', ''Gaano Kadalas ang Minsan?'', ''Ipagpatawad Mo'')","22497","True","No"
"Barbara Skrzypek","2025-03-15","Polish civil servant","22478","False","Yes"
"Bruce Dombolo","2025-03-15","French footballer (Pro Vasto, Marignane, Ancona) and actor","19079","False","Yes"
"Lenny Schultz","2025-03-15","American stand-up comedian","18185","False","Yes"
"Émilie Dequenne","2025-03-16","Belgian actress (''Rosetta'', ''Our Children'', ''Not My Type'')","191868","False","Yes"
"Jesse Colin Young","2025-03-16","American singer (The Youngbloods) and songwriter (""Darkness, Darkness"")","129931","True","No"
"Arvind Singh Mewar","2025-03-16","Indian royal and hotelier","110608","True","No"
"AnNa R.","2025-03-16","German singer (Rosenstolz, Gleis 8)","42467","False","Yes"
"Andrej Lazarov","2025-03-16","Macedonian footballer (GFK Tikvesh, NK Rudeš, KF Shkupi)","33426","False","Yes"
"Dik Wolfson","2025-03-16","Dutch economist (International Monetary Fund, International Institute of Social Studies)","16725","True","No"
"John Hemingway","2025-03-17","Irish RAF pilot (Battle of Britain)","105100","True","No"
"Aurelio Martínez","2025-03-17","Honduran musician and politician","76567","True","No"
"Lee Shau-kee","2025-03-17","Hong Kong real estate investor","39513","True","No"
"Debendra Pradhan","2025-03-17","Indian politician","34385","True","No"
"Abu Ishaq al-Houweny","2025-03-17","Egyptian Islamic cleric","31515","True","No"
"Naseer Soomro","2025-03-17","Pakistani airline employee","19086","True","No"
"Jessie Hoffman Jr.","2025-03-18","American convicted murderer","164889","False","Yes"
"Kanzi","2025-03-18","American bonobo","42558","False","Yes"
"Nadia Cassini","2025-03-18","American-Italian actress (''Il dio serpente'', ''Starcrash'', ''La dottoressa ci sta col colonnello'')","23299","True","No"
"Issam al-Da'alis","2025-03-18","Palestinian politician","16593","False","Yes"
"Aaron Gunches","2025-03-19","American convicted murderer","83116","False","Yes"
"George Bell","2025-03-19","American basketball player (Harlem Wizards, Harlem Globetrotters)","43715","True","No"
"Andrija Delibašić","2025-03-19","Montenegrin footballer (Partizan, Rayo Vallecano, national team)","34692","False","Yes"
"Sir Torquil Norman","2025-03-19","British businessman and arts philanthropist","26057","True","No"
"Eddie Jordan","2025-03-20","Irish Formula One team owner (Jordan Grand Prix) and television presenter (''Top Gear'')","638200","False","Yes"
"Eddie James","2025-03-20","American convicted murderer and rapist","93607","True","No"
"Bill Cottrell","2025-03-20","American football player (Detroit Lions, Denver Broncos)","33490","True","No"
"Matt Stevens","2025-03-20","American football player (Buffalo Bills, Philadelphia Eagles, New England Patriots)","31913","False","Yes"
"Nona Faustine","2025-03-20","American photographer and visual artist","23777","False","Yes"
"Norm Clarke","2025-03-20","American journalist (''Las Vegas Review-Journal'')","23773","True","No"
"Osman Sınav","2025-03-20","Turkish film director (''Uzun Hikâye'')","20478","True","No"
"Afdera Franchetti","2025-03-20","Italian socialite","18892","True","No"
"Rico Suave","2025-03-20","Puerto Rican wrestler and manager (World Wrestling Council)","15604","False","Yes"
"George Foreman","2025-03-21","American boxer (two-time world heavyweight champion)","2879928","False","Yes"
"Kitty Dukakis","2025-03-21","American author and social activist","135467","True","No"
"Kenneth Sims","2025-03-21","American football player (Texas Longhorns, New England Patriots, Buffalo Bills)","22392","False","Yes"
"Filiz Akın","2025-03-21","Turkish actress (''Birds of Exile'', ''Tatlı Dillim'', ''Karateci Kız'')","21035","False","Yes"
"Jessica Aber","2025-03-22","American lawyer","477724","False","Yes"
"Andy Peebles","2025-03-22","English radio DJ (BBC Radio 1)","68472","False","Yes"
"Bill Mercer","2025-03-22","American sportscaster (North Texas Mean Green, WCCW) and news reporter (assassination of John F. Kennedy)","24152","True","No"
"Livingstone Bramble","2025-03-22","Saint Kitts and Nevis professional boxer","23479","False","Yes"
"Alan Cuckston","2025-03-22","English harpsichordist","21105","True","No"
"Svetlana Broz","2025-03-22","Bosnian author and physician","15669","False","Yes"
"Alex Wyllie","2025-03-22","New Zealand rugby union player (Canterbury, national team) and coach (national team)","15426","True","No"
"Mia Love","2025-03-23","American politician","358092","False","Yes"
"Max Frankel","2025-03-23","American journalist (''The New York Times'')","31530","True","No"
"Salah al-Bardawil","2025-03-23","Palestinian politician","26197","False","Yes"
"Dick Carlson","2025-03-24","American journalist (Voice of America) and diplomat","50480","True","No"
"Hossam Shabat","2025-03-24","Palestinian journalist","25344","False","Yes"
"Roe Messner","2025-03-24","American building contractor (Heritage USA, World Harvest Church, Calvary Church)","16294","False","Yes"
"Manoj Bharathiraja","2025-03-25","Indian actor (''Annakodi'', ''Baby'')","522550","False","Yes"
"Shihan Hussaini","2025-03-25","Indian actor (''Punnagai Mannan'', ''Velaikkaran'', ''Unnai Solli Kutramillai'') and karateka","104546","True","No"
"Terry Manning","2025-03-25","American recording engineer (''Led Zeppelin III'', ''Let's Stay Together'', ''Eliminator'')","41472","False","Yes"
"Masahiro Shinoda","2025-03-25","Japanese film director (''MacArthur's Children'', ''Childhood Days'', ''Moonlight Serenade'') and screenwriter","35833","True","No"
"Denis Arndt","2025-03-25","American actor (''Heisenberg'', ''Basic Instinct'', ''S.W.A.T.'')","31600","False","Yes"
"Alice Tan Ridley","2025-03-25","American singer (''America's Got Talent'')","28437","False","Yes"
"Sanjida Khatun","2025-03-25","Bangladeshi musicologist","21766","False","Yes"
"J. Bennett Johnston","2025-03-25","American politician","16745","True","No"
"Stef Wertheimer","2025-03-26","German-born Israeli industrialist and politician","28470","True","No"
"Fuad Noman","2025-03-26","Brazilian politician","28300","False","Yes"
"Wes Watkins","2025-03-26","American politician","28221","True","No"
"Estelito Mendoza","2025-03-26","Filipino politician","21275","True","No"
"Kerry Greenwood","2025-03-26","Australian author (''Cocaine Blues'', ''Death at Victoria Dock'', ''The Broken Wheel'')","19795","False","Yes"
"Ray Barra","2025-03-26","American ballet dancer (Stuttgart Ballet) and choreographer (Berlin State Ballet, Spanish National Dance Company)","18120","True","No"
"David Childs","2025-03-26","American architect (One World Trade Center)","18066","False","Yes"
"Christina McKelvie","2025-03-27","Scottish politician","63071","False","Yes"
"Peter Lever","2025-03-27","English cricketer (Lancashire, Tasmania, national team)","26431","True","No"
"Berkin Usta","2025-03-27","Turkish Olympic alpine skier (2022)","21462","False","Yes"
"Hans-Josef Klauck","2025-03-27","German Franciscan theologian and religious historian (University of Würzburg, University of Chicago Divinity School)","16972","False","Yes"
"Young Scooter","2025-03-28","American rapper","387238","False","Yes"
"Heloísa Teixeira","2025-03-28","Brazilian writer","21158","True","No"
"Richard Chamberlain","2025-03-29","American actor (''Dr. Kildare'', ''The Thorn Birds'', ''Shōgun'')","1266495","False","Yes"
"Richard Norton","2025-03-30","Australian actor (''Mad Max: Fury Road'', ''Equalizer 2000'', ''Mr. Nice Guy'')","143488","False","Yes"
"Andrew Krakouer","2025-03-30","Australian footballer (Richmond, Collingwood)","72284","False","Yes"
"Barbara Frischmuth","2025-03-30","Austrian writer","32246","True","No"
"Lee Montague","2025-03-30","English actor (''The Camp on Blood Island'', ''Deadlier Than the Male'', ''Jesus of Nazareth'')","30569","True","No"
"Jim Quinn","2025-03-30","American radio personality (''The War Room with Quinn and Rose'')","20488","False","Yes"
"Enrique Bátiz","2025-03-30","Mexican pianist and conductor","15581","True","No"
"Sian Barbara Allen","2025-03-31","American actress (''Scream, Pretty Peggy'', ''The Lindbergh Kidnapping Case'', ''You'll Like My Mother'')","143288","True","No"
"IMDb","2025-03-31","","118025","False","Yes"
"Volkan Konak","2025-03-31","Turkish folk singer","61600","False","Yes"
"Betty Webb","2025-03-31","English code breaker","56591","True","No"
"Patty Maloney","2025-03-31","American actress (''Star Wars Holiday Special'', ''Far Out Space Nuts'', ''The Little Rascals'')","56222","True","No"
"Mark Laforest","2025-03-31","Canadian ice hockey player (Philadelphia Flyers, Detroit Red Wings, Toronto Maple Leafs)","42977","False","Yes"
"Val Kilmer","2025-04-01","American actor (''Top Gun'', ''The Doors'', ''Batman Forever'')","6774069","False","Yes"
"Johnny Tillotson","2025-04-01","American singer-songwriter (""Poetry in Motion"", ""It Keeps Right On a-Hurtin'"", ""Without You"")","86381","False","Yes"
"Michael Hurley","2025-04-01","American folk singer-songwriter (''Have Moicy!'', ''Snockgrass'', ''Watertower'')","68339","False","Yes"
"John Vella","2025-04-01","American football player (Oakland Raiders, Minnesota Vikings)","19741","True","No"
"George Freeman","2025-04-01","American jazz guitarist (''Birth Sign'', ''New Improved Funk'', ''Man & Woman'')","15505","False","Yes"
"Khamtai Siphandone","2025-04-02","Laotian politician","45068","True","No"
"Theodore McCarrick","2025-04-03","American laicized Roman Catholic cardinal","194449","True","No"
"Mick O'Dwyer","2025-04-03","Irish Gaelic football player (Waterville, South Kerry) and manager (Kerry)","46885","False","Yes"
"John Saint Ryan","2025-04-03","English actor (''Coronation Street'', ''Roar'', ''Squanto: A Warrior's Tale'') and equestrian","38585","False","Yes"
"Mirawas","2025-04-03","Pakistani comedian","23511","False","Yes"
"Andreas Prinz von Sachsen-Coburg und Gotha","2025-04-03","German landowner","18244","False","Yes"
"Dean Wells","2025-04-03","American football player (Seattle Seahawks, Carolina Panthers, New England Patriots)","18143","True","No"
"Manoj Kumar","2025-04-04","Indian actor (''Kranti'', ''Upkar'', ''Roti Kapada Aur Makaan'')","765181","True","No"
"Ravikumar","2025-04-04","Indian actor (''Ullasa Yaathra'', ''Aanandham Paramaanandham'', ''Ee Manohara Theeram'')","45491","False","Yes"
"Ray Seals","2025-04-04","American football player (Pittsburgh Steelers)","25638","True","No"
"Petro Georgiou","2025-04-04","Greek-born Australian politician","23367","False","Yes"
"David A. Siegel","2025-04-05","American hotelier","95028","False","Yes"
"Shigeaki Hattori","2025-04-05","Japanese racing driver (Indy Racing League, NASCAR Craftsman Truck Series) and team owner (Hattori Racing Enterprises)","23575","False","Yes"
"Pasha Technique","2025-04-05","Russian rapper and music producer","23505","False","Yes"
"Colin Fox","2025-04-05","Canadian actor (''Psi Factor'', ''Atomic Betty'', ''Tommy Boy'')","16927","False","Yes"
"Jay North","2025-04-06","American actor (''Dennis the Menace'', ''Maya'', ''Arabian Knights'')","676925","False","Yes"
"Clem Burke","2025-04-06","American Hall of Fame drummer (Blondie)","339833","False","Yes"
"Roberto De Simone","2025-04-06","Italian stage director and composer (''La Gatta Cenerentola'')","25417","False","Yes"
"Jorge Bolaño","2025-04-06","Colombian footballer (Atlético Junior, Parma, national team)","21246","False","Yes"
"Peter Geiger","2025-04-06","Liechtensteiner historian","19410","False","Yes"
"Greg Millen","2025-04-07","Canadian ice hockey player (St. Louis Blues, Hartford Whalers) and sportscaster (''Hockey Night in Canada'')","136312","False","Yes"
"William Finn","2025-04-07","American composer (''Falsettos'', ''A New Brain'', ''The 25th Annual Putnam County Spelling Bee'')","61546","False","Yes"
"Joey D. Vieira","2025-04-07","American actor (''Lassie'', ''The Patriot'', ''Ferris Bueller's Day Off'')","32842","False","Yes"
"Murdaya Poo","2025-04-07","Indonesian businessman and politician","21078","True","No"
"Drew Zingg","2025-04-07","American guitarist","16829","False","Yes"
"Rubby Pérez","2025-04-08","merengue singer[https://elnacional","609620","True","No"
"Nicky Katt","2025-04-08","American actor (''Dazed and Confused'', ''Boston Public'', ''Boiler Room'')","526164","False","Yes"
"Octavio Dotel","2025-04-08","baseball player (Houston Astros, St. Louis Cardinals, New York Mets)[https://www","391952","False","Yes"
"Dominicans","2025-04-08","killed in the Jet Set nightclub roof collapse:","320974","True","No"
"Tony Blanco","2025-04-08","baseball player (Chunichi Dragons, Yokohama DeNA BayStars, Orix Buffaloes)[https://www","176103","True","No"
"Nelsy Cruz","2025-04-08","politician","81322","True","No"
"Lenny Welch","2025-04-08","American pop singer","20797","True","No"
"Amara Essy","2025-04-08","Ivorian diplomat and politician","20781","True","No"
"Pascal Dozie","2025-04-08","Nigerian businessman and banker","18772","True","No"
"Ray Shero","2025-04-09","American ice hockey executive (Pittsburgh Penguins, New Jersey Devils)","110284","False","Yes"
"Kumari Ananthan","2025-04-09","Indian politician","51630","True","No"
"Kim Shin-jo","2025-04-09","North Korean soldier (Unit 124)","37955","False","Yes"
"Mel Novak","2025-04-09","American actor (''Game of Death'', ''Black Belt Jones'', ''An Eye for an Eye'')","37534","False","Yes"
"Roberto Cani","2025-04-09","Italian violinist","21423","False","Yes"
"David Sassoon","2025-04-09","British fashion designer","19140","True","No"
"Abel Rodríguez","2025-04-09","Colombian indigenous visual artist and plant expert","18867","False","Yes"
"Leo Beenhakker","2025-04-10","Dutch football manager (Ajax, Real Madrid, national team)","126582","True","No"
"Ted Kotcheff","2025-04-10","Canadian-Bulgarian film director (''First Blood'', ''Weekend at Bernie's'', ''Fun with Dick and Jane'')","80075","True","No"
"Titiek Puspa","2025-04-10","Indonesian singer and songwriter","60295","False","Yes"
"Lucy Markovic","2025-04-10","Australian model and reality television show contestant (''Australia's Next Top Model'')","53340","False","Yes"
"Mario Ernesto Sánchez","2025-04-10","Cuban-American actor (''Miami Vice'', ''The Specialist'') and businessman","29757","True","No"
"Agustín Escobar","2025-04-10","Spanish businessman","25458","False","Yes"
"Nino Tempo","2025-04-10","American singer (Nino Tempo & April Stevens, ""Deep Purple"") and saxophonist (The Wrecking Crew)","19776","False","Yes"
"Mikal Mahdi","2025-04-11","American convicted spree killer","191040","False","Yes"
"Mike Berry","2025-04-11","English singer (""The Sunshine of Your Smile"") and actor (''Are You Being Served?'', ''Worzel Gummidge'')","114038","False","Yes"
"Max Romeo","2025-04-11","Jamaican reggae musician (""Wet Dream"", ""Chase the Devil"")","47815","False","Yes"
"Kyren Lacy","2025-04-12","American football player (LSU Tigers, Louisiana Ragin' Cajuns)","712798","False","Yes"
"Pilita Corrales","2025-04-12","Filipino singer and actress (''Mars Ravelo's Darna! Ang Pagbabalik'', ''Bride for Rent'', ''My Illegal Wife'')","249151","True","No"
"Roy Thomas Baker","2025-04-12","English record producer (''A Night at the Opera'', ''The Cars'', ''Head Games'')","57942","False","Yes"
"Jennifer Toth","2025-04-12","American journalist and writer","31777","False","Yes"
"Kumudini Lakhia","2025-04-12","Indian Kathak dancer","17794","True","No"
"Mario Vargas Llosa","2025-04-13","Peruvian writer (''The Time of the Hero'', ''The War of the End of the World'', ''The Feast of the Goat'')","333892","False","Yes"
"Jean Marsh","2025-04-13","English actress (''Upstairs, Downstairs'', ''Doctor Who'', ''Willow'') and television writer","268033","True","No"
"Richard Armitage","2025-04-13","American diplomat and government official","55446","False","Yes"
"Tommy Helms","2025-04-13","American baseball player (Cincinnati Reds, Houston Astros)","49614","True","No"
"Bank Janardhan","2025-04-13","Indian actor (''Tharle Nan Maga'', ''Shhh!'', ''News'') and comedian","37101","False","Yes"
"Sophie Nyweide","2025-04-14","American actress (''Bella'', ''Margot at the Wedding'', ''Noah'')","224520","False","Yes"
"Abdullah Ahmad Badawi","2025-04-14","Malaysian politician","159987","False","Yes"
"Elaine Wynn","2025-04-14","American businesswoman (Wynn Resorts, Mirage Resorts)","101329","False","Yes"
"Don Hasselbeck","2025-04-14","American football player (New England Patriots, Los Angeles Raiders, New York Giants)","76573","True","No"
"Jed the Fish","2025-04-14","American radio DJ (KROQ)","55746","False","Yes"
"Francis Davis","2025-04-14","American author and journalist (''The Village Voice'', ''The Atlantic Monthly'')","54041","True","No"
"Aliza Magen-Halevi","2025-04-14","Israeli intelligence officer","40050","False","Yes"
"Peter Seiffert","2025-04-14","German operatic tenor","25704","False","Yes"
"Carlton Fairweather","2025-04-14","English football player (Wimbledon, Bromley) and manager (Sunderland Women)","22097","False","Yes"
"Wink Martindale","2025-04-15","American disc jockey","309713","True","No"
"Patrick Adiarte","2025-04-15","Filipino-American actor (''The King and I'', ''High Time'', ''Flower Drum Song'')","53417","True","No"
"S. S. Stanley","2025-04-15","Indian film director (''April Maadhathil'', ''Pudhukottaiyilirundhu Saravanan'', ''Kizhakku Kadarkarai Salai'') and actor","19587","False","Yes"
"Werner Thissen","2025-04-15","German Roman Catholic prelate","18772","True","No"
"Karen Durbin","2025-04-15","American journalist (''The Village Voice'')","16674","False","Yes"
"Nora Aunor","2025-04-16","Filipino actress (''Tatlong Taong Walang Diyos'', ''Trap'', ''Hustisya'') and singer","534739","False","Yes"
"Aaron Boupendza","2025-04-16","Gabonese footballer (Hatayspor, Zhejiang, national team)","155363","False","Yes"
"Fatima Hassouna","2025-04-16","Palestinian photojournalist","84039","True","No"
"Don Mlangeni Nawa","2025-04-16","South African actor (''Isidingo'', ''Uzalo'', ''The Estate'')","21773","False","Yes"
"Joe Thompson","2025-04-17","English footballer (Rochdale, Tranmere Rovers, Southport)","195231","True","No"
"Mizuki Itagaki","2025-04-17","Japanese actor (''Hot Gimmick: Girl Meets Boy'', ''Keep Your Hands Off Eizouken!'', ''Solomon's Perjury'')","113564","False","Yes"
"Colin Berry","2025-04-17","British radio disc jockey","26950","False","Yes"
"Peter Ablinger","2025-04-17","Austrian composer","19561","True","No"
"Clodagh Rodgers","2025-04-18","Northern Irish singer (""Come Back and Shake Me"", ""Jack in the Box"")","148874","True","No"
"Nikola Pokrivač","2025-04-18","Croatian footballer (Varteks, AS Monaco, national team)","56011","False","Yes"
"Stina Oscarson","2025-04-18","Swedish theater director","33046","False","Yes"
"Julian Benson","2025-04-19","Australian-born Irish choreographer (''Dancing with the Stars'')","43808","True","No"
"Jay Sigel","2025-04-19","American golfer","32489","False","Yes"
"Guy Ullens","2025-04-19","Belgian art collector and philanthropist","22968","True","No"
"Mike Patrick","2025-04-20","American sports broadcaster (ESPN, Maryland Terrapins, Jacksonville Sharks)","47018","False","Yes"
"Hugo Gatti","2025-04-20","Argentine footballer (Gimnasia La Plata, Boca Juniors, national team)","45885","True","No"
"Pope Francis","2025-04-21","Argentine Roman Catholic prelate","10591981","False","Yes"
"Hajji Alejandro","2025-04-21","Filipino singer and actor","111131","False","Yes"
"Will Hutchins","2025-04-21","American actor (''Sugarfoot'', ''Shangani Patrol'', ''Spinout'')","52326","True","No"
