"name","death_date","description","pageviews","llm_knows_death","llm_response"
"Tony Dow","2022-07-27","American actor (''Leave It to Beaver'', ''Never Too Young'') and television director (''Coach'')","1121132","True","No"
"Ayman al-Zawahiri","2022-07-31","Egyptian Islamic militant","1002415","True","No"
"Paul Sorvino","2022-07-25","American actor (''Goodfellas'', ''The Rocketeer'', ''Law & Order'')","955695","True","No"
"Tony Sirico","2022-07-08","American actor (''The Sopranos'', ''Goodfellas'', ''Wonder Wheel'')","926921","True","No"
"Nichelle Nichols","2022-07-30","American actress (''Star Trek'', ''Truck Turner'', ''Snow Dogs'')","824355","True","No"
"Bernard Cribbins","2022-07-27","English actor (''The Wombles'', ''Doctor Who'') and singer (""The Hole in the Ground"")","614411","True","No"
"David Warner","2022-07-24","English actor (''The Omen'', ''Tron'', ''Titanic'')","504596","True","No"
"Anne Heche","2022-08-11","American actress (''Donnie Brasco'', ''Psycho'', ''Another World'')","8920023","True","No"
"Dame Olivia Newton-John","2022-08-08","British-Australian singer (""I Honestly Love You"", ""Physical"") and actress (''Grease'')","5982762","True","No"
"Mikhail Gorbachev","2022-08-30","Russian politician","2024461","True","No"
"Rakesh Jhunjhunwala","2022-08-14","Indian investor and stock trader","1302274","True","No"
"Charlbi Dean","2022-08-29","South African actress (''Triangle of Sadness'', ''Spud'', ''Black Lightning'') and model","830962","True","No"
"Vin Scully","2022-08-02","American Hall of Fame sportscaster (Brooklyn/Los Angeles Dodgers)","636896","True","No"
"Jackie Walorski","2022-08-03","American politician","500604","True","No"
"Queen Elizabeth II","2022-09-08","British monarch and head of the Commonwealth (since 1952)","28572719","True","No"
"Coolio","2022-09-28","American rapper (""Gangsta's Paradise"", ""Fantastic Voyage"", ""C U When U Get There"") and actor","3182227","True","No"
"PnB Rock","2022-09-12","American rapper (""Selfish"")","1422238","True","No"
"Cyrus Mistry","2022-09-04","Indian-Irish automotive executive","1073732","True","No"
"Raju Srivastav","2022-09-21","Indian actor (''Bombay to Goa'', ''Aamdani Atthanni Kharcha Rupaiya'') and comedian (''The Great Indian Laughter Challenge'')","881984","True","No"
"Jean-Luc Godard","2022-09-13","French-Swiss film director (''Breathless'', ''Bande à part'', ''Pierrot le Fou'')","741143","True","No"
"Krishnam Raju","2022-09-11","Indian actor (''Dharmaatmudu'', ''Bobbili Brahmanna'') and politician","718398","True","No"
"Leslie Jordan","2022-10-24","American actor (''Will & Grace'', ''Hearts Afire'', ''Call Me Kat'')","3234928","True","No"
"Robbie Coltrane","2022-10-14","Scottish actor (''Harry Potter'', ''Cracker'', ''GoldenEye'') and comedian","3203947","True","No"
"Dame Angela Lansbury","2022-10-11","British-American-Irish actress (''The Manchurian Candidate'', ''Sweeney Todd'', ''Murder, She Wrote'') and singer","2421048","True","No"
"Jerry Lee Lewis","2022-10-28","American Hall of Fame singer (""Great Balls of Fire"", ""Whole Lotta Shakin' Going On"", ""High School Confidential"") and pianist","2165245","True","No"
"Loretta Lynn","2022-10-04","American Hall of Fame country singer-songwriter (""Coal Miner's Daughter"", ""You Ain't Woman Enough (To Take My Man)"", ""The Pill"")","1910487","True","No"
"Sara Lee","2022-10-05","American professional wrestler (WWE) and television personality (''WWE Tough Enough'')","623251","True","No"
"Dietrich Mateschitz","2022-10-22","Austrian businessman","549839","True","No"
"Mulayam Singh Yadav","2022-10-10","Indian politician","515000","True","No"
"Vaishali Takkar","2022-10-16","Indian actress (''Sasural Simar Ka'', ''Super Sisters - Chalega Pyar Ka Jaadu'', ''Vish Ya Amrit: Sitara'')","502647","True","No"
"Aaron Carter","2022-11-05","American singer (""Crush on You"", ""Aaron's Party (Come Get It)"", ""Leave It Up to Me"")","7005289","True","No"
"Takeoff","2022-11-01","American rapper (Migos) and songwriter (""Versace"", ""MotorSport"")","3918180","True","No"
"Jason David Frank","2022-11-19","American actor (''Mighty Morphin Power Rangers'', ''Sweet Valley High'', ''The Junior Defenders'')","2862707","True","No"
"Christine McVie","2022-11-30","English Hall of Fame musician (Fleetwood Mac) and songwriter (""Don't Stop"", ""Everywhere"")","2701338","True","No"
"Irene Cara","2022-11-25","American singer (""Flashdance... What a Feeling"") and actress (''Sparkle'', ''Fame'')","1918337","True","No"
"Kevin Conroy","2022-11-10","American actor (''Batman: The Animated Series'', ''Justice League'', ''Search for Tomorrow'')","1500385","True","No"
"Anthony Johnson","2022-11-13","American mixed martial artist","1039492","True","No"
"Krishna","2022-11-15","Indian actor (''Sakshi'', ''Pandanti Kapuram'') and politician","844355","True","No"
"Clarence Gilyard","2022-11-23","American actor (''Walker, Texas Ranger'', ''Die Hard'', ''Matlock'')","781787","True","No"
"Clarence Gilyard","2022-11-28","American actor","781787","True","No"
"John Aniston","2022-11-11","Greek-born American actor (''Days of Our Lives'', ''Love of Life'', ''Search for Tomorrow'')","653246","True","No"
"Mehran Karimi Nasseri","2022-11-12","Iranian-born stateless refugee","624026","True","No"
"Gallagher","2022-11-11","American comedian","607562","True","No"
"Jiang Zemin","2022-11-30","Chinese politician","533780","True","No"
"Siddhaanth Vir Surryavanshi","2022-11-11","Indian actor (''Mamta'', ''Kyun Rishton Mein Katti Batti'')","510622","True","No"
"Kirstie Alley","2022-12-05","American actress (''Cheers'', ''Veronica's Closet'', ''Look Who's Talking'')","4874523","True","No"
"Pelé","2022-12-29","Brazilian footballer (Santos, national team)","4329405","True","No"
"Barbara Walters","2022-12-30","American Hall of Fame television journalist (''Today'', ''20/20'') and talk show host (''The View'')","2736204","True","No"
"Stephen ""tWitch"" Boss","2022-12-13","American dancer","2423274","True","No"
"Pope Benedict XVI","2022-12-31","German Roman Catholic prelate and theologian (''Introduction to Christianity'')","2015820","True","No"
"Tunisha Sharma","2022-12-24","Indian actress (''Bharat Ka Veer Putra – Maharana Pratap'', ''Chakravartin Ashoka Samrat'', ''Ishq Subhan Allah'')","1866884","True","No"
"Franco Harris","2022-12-20","American Hall of Fame football player (Pittsburgh Steelers, Seattle Seahawks)","1573120","True","No"
"Mike Leach","2022-12-12","American college football coach (Texas Tech Red Raiders, Washington State Cougars, Mississippi State Bulldogs)","1436740","True","No"
"Dame Vivienne Westwood","2022-12-29","British fashion designer","1248001","True","No"
"Terry Hall","2022-12-18","English singer (The Specials, Fun Boy Three) and songwriter (""Our Lips Are Sealed"")","846474","True","No"
"Grant Wahl","2022-12-10","American sports journalist (''Sports Illustrated'') and author (''The Beckham Experiment'')","845522","True","No"
"Stephan Bonnar","2022-12-22","American mixed martial artist (UFC) and professional wrestler (Impact Wrestling)","658254","True","No"
"Siniša Mihajlović","2022-12-16","Serbian football player (Lazio, FR Yugoslavia national team) and manager (Bologna)","626569","True","No"
"Maxi Jazz","2022-12-23","English musician (Faithless) and songwriter (""Insomnia"", ""God Is a DJ"")","588865","True","No"
"Victoria Lee","2022-12-26","American mixed martial artist","511881","True","No"
"Lisa Marie Presley","2023-01-12","American singer-songwriter (""Lights Out"", ""You Ain't Seen Nothin' Yet"")","9291837","True","No"
"Annie Wersching","2023-01-29","American actress (''24'', ''The Last of Us'', ''Runaways'')","3201585","True","No"
"Jeff Beck","2023-01-10","British Hall of Fame guitarist (The Yardbirds, The Jeff Beck Group)","2656656","True","No"
"Ken Block","2023-01-02","American rally driver (Rally America, Global Rallycross)","2383642","True","No"
"David Crosby","2023-01-18","American Hall of Fame singer (The Byrds, Crosby, Stills, Nash & Young) and songwriter (""Guinnevere"")","1695134","True","No"
"Julian Sands","2023-01-13","British actor (''A Room with a View'', ''The Killing Fields'', ''Leaving Las Vegas'')","1313189","True","No"
"Cindy Williams","2023-01-25","American actress (''Laverne & Shirley'', ''American Graffiti'', ''The Conversation'')","1219653","True","No"
"Lisa Loring","2023-01-28","American actress (''The Addams Family'', ''Blood Frenzy'', ''As the World Turns'')","948300","True","No"
"Gianluca Vialli","2023-01-06","Italian football player (Juventus, national team) and manager (Chelsea)","925657","True","No"
"Adam Rich","2023-01-07","American actor (''Eight Is Enough'', ''Dungeons & Dragons'', ''The Devil and Max Devlin'')","841845","True","No"
"Gina Lollobrigida","2023-01-16","Italian actress (''Bread, Love and Dreams'', ''Come September'', ''The Hunchback of Notre Dame'')","798524","True","No"
"Jay Briscoe","2023-01-17","American professional wrestler (ROH, CZW, NJPW)","759179","True","No"
"Gangsta Boo","2023-01-01","American rapper (Three 6 Mafia)","653224","True","No"
"Constantine II","2023-01-10","Greek monarch and sailor","619857","True","No"
"Tatjana Patitz","2023-01-11","German model and actress (''Rising Sun'')","545504","True","No"
"Robbie Knievel","2023-01-13","American daredevil and stuntman","541979","True","No"
"Raquel Welch","2023-02-15","American actress (''One Million Years B.C.'', ''The Three Musketeers'', ''Fantastic Voyage'')","3473473","True","No"
"Christian Atsu","2023-02-06","Ghanaian footballer (Newcastle United, Hatayspor, national team)","1958075","True","No"
"Burt Bacharach","2023-02-08","American Hall of Fame composer (""Raindrops Keep Fallin' on My Head"", ""Walk On By"", ""Arthur's Theme (Best That You Can Do)"")","1777813","True","No"
"Richard Belzer","2023-02-19","American actor (''Homicide: Life on the Street'', ''Law & Order: Special Victims Unit'', ''The Flash'')","1524531","True","No"
"AKA","2023-02-10","South African rapper","842560","True","No"
"Taraka Ratna","2023-02-18","Indian actor (''Okato Number Kurraadu'', ''Yuva Rathna'', ''Taarak'')","674036","True","No"
"Vani Jairam","2023-02-04","Indian playback singer (''Sankarabharanam'', ''Guddi'', ''Sollathaan Ninaikkiren'')","522209","False","Yes"
"Lance Reddick","2023-03-17","American actor (''The Wire'', ''Fringe'', ''John Wick'') and musician","4601802","True","No"
"Paul O'Grady","2023-03-28","English comedian","1853521","True","No"
"Satish Kaushik","2023-03-08","Indian film director (''Hum Aapke Dil Mein Rehte Hain'')","1698548","True","No"
"Tom Sizemore","2023-03-03","American actor (''Saving Private Ryan'', ''Black Hawk Down'', ''Heat'')","1661584","True","No"
"Robert Blake","2023-03-09","American actor (''Baretta'', ''In Cold Blood'', ''Lost Highway'')","963476","True","No"
"Ryuichi Sakamoto","2023-03-28","Japanese musician (Yellow Magic Orchestra) and film composer (''The Last Emperor'', ''The Revenant'')","769296","True","No"
"Gary Rossington","2023-03-05","American Hall of Fame guitarist (Lynyrd Skynyrd, Rossington Collins Band)","594137","True","No"
"Bobby Caldwell","2023-03-14","American singer (""What You Won't Do for Love"") and songwriter (""The Next Time I Fall"")","571546","True","No"
"Jerry Springer","2023-04-27","British-born American television host (''Jerry Springer'', ''America's Got Talent'') and politician","3536454","True","No"
"Harry Belafonte","2023-04-25","American Hall of Fame musician (""The Banana Boat Song"", ""Jump in the Line"")","1739562","True","No"
"Jock Zonfrillo","2023-04-30","Scottish-Australian chef and television presenter (''Restaurant Revolution'', ''MasterChef Australia'')","1186721","True","No"
"Barry Humphries","2023-04-22","Australian comedian (Dame Edna Everage) and actor (''Bedazzled'', ''Finding Nemo'')","1075649","True","No"
"Moonbin","2023-04-19","South Korean singer (Astro)","1015485","True","No"
"Paul Cattermole","2023-04-06","English singer (S Club 7)","930808","True","No"
"Tori Bowie","2023-04-23","American athlete","871330","True","No"
"Len Goodman","2023-04-22","English ballroom dancer","815341","True","No"
"Charles Stanley","2023-04-18","American pastor and televangelist","647444","True","No"
"Tina Turner","2023-05-24","American-born Swiss Hall of Fame singer (""River Deep – Mountain High"", ""What's Love Got to Do with It"") and actress (''Mad Max Beyond Thunderdome'')","8256650","True","No"
"Ray Stevenson","2023-05-21","Northern Irish actor (''Rome'', ''Thor'', ''Punisher: War Zone'')","1941285","True","No"
"Gordon Lightfoot","2023-05-01","Canadian Hall of Fame singer-songwriter (""Sundown"", ""The Wreck of the ''Edmund Fitzgerald''"", ""If You Could Read My Mind"")","1525051","True","No"
"Jim Brown","2023-05-18","American Hall of Fame football player (Cleveland Browns)","1114814","True","No"
"Rolf Harris","2023-05-10","Australian entertainer (''Rolf's Cartoon Club'', ''Animal Hospital'')","894527","True","No"
"Manobala","2023-05-03","Indian film director (''December 31'') and actor (''Gopurangal Saivathillai'', ''James Pandu'')","550378","True","No"
"Aditya Singh Rajput","2023-05-22","Indian actor (''Cambala Investigation Agency'')","543887","True","No"
"Jacklyn Zeman","2023-05-09","American actress (''General Hospital'', ''One Life to Live'', ''The Bay'')","519644","True","No"
"Hamish Harding","2023-06-18","British businessman","3152248","True","No"
"Ted Kaczynski","2023-06-10","American mathematician and domestic terrorist (''Unabomber Manifesto'')","2677210","True","No"
"Treat Williams","2023-06-12","American actor (''Hair'', ''Prince of the City'', ''Everwood'')","2246984","True","No"
"Shahzada Dawood","2023-06-18","Pakistani-British businessman","1894443","True","No"
"Stockton Rush","2023-06-18","American businessman","1866676","True","No"
"Alan Arkin","2023-06-29","American actor (''Little Miss Sunshine'', ''Argo'', ''The Heart Is a Lonely Hunter'')","1497744","True","No"
"Silvio Berlusconi","2023-06-12","Italian politician","1095755","True","No"
"Ryan Mallett","2023-06-27","American football player (New England Patriots, Houston Texans, Baltimore Ravens)","886606","True","No"
"Paul-Henri Nargeolet","2023-06-18","French navy commander and explorer","866613","True","No"
"Cormac McCarthy","2023-06-13","American novelist (''Blood Meridian'', ''All the Pretty Horses'', ''The Road'')","795767","True","No"
"Pat Robertson","2023-06-08","American televangelist (''The 700 Club'')","745409","True","No"
"Glenda Jackson","2023-06-15","English actress (''Women in Love'', ''Sunday Bloody Sunday'', ''A Touch of Class'') and politician","729471","True","No"
"Robert Hanssen","2023-06-05","American FBI agent and convicted spy","587462","True","No"
"Sinéad O'Connor","2023-07-26","Irish singer (""Nothing Compares 2 U"") and songwriter (""Mandinka"", ""The Emperor's New Clothes"")","10566194","True","No"
"Paul Reubens","2023-07-30","American actor (''Pee-wee's Playhouse'', ''The Nightmare Before Christmas'', ''Blow'')","4321610","True","No"
"Angus Cloud","2023-07-31","American actor (''Euphoria'', ''North Hollywood'', ''The Line'')","2890107","True","No"
"Tony Bennett","2023-07-21","American singer (""I Left My Heart in San Francisco"", ""Rags to Riches"", ""Because of You"")","2372773","True","No"
"Coco Lee","2023-07-05","Hong Kong-American singer-songwriter (''Singer'')","2022907","True","No"
"Jane Birkin","2023-07-16","English-French singer (""Je t'aime... moi non plus"") and actress (''La Piscine'', ''Evil Under the Sun'')","1859055","True","No"
"Randy Meisner","2023-07-26","American Hall of Fame musician (Eagles, Poco) and songwriter (""Take It to the Limit"")","713211","True","No"
"Oommen Chandy","2023-07-18","Indian politician","703668","True","No"
"Trevor Francis","2023-07-24","English football player (Birmingham City, national team) and manager (Sheffield Wednesday)","528138","True","No"
"Bray Wyatt","2023-08-24","American professional wrestler (WWE)","3680172","True","No"
"Yevgeny Prigozhin","2023-08-23","mercenary leader","2639562","True","No"
"Bob Barker","2023-08-26","American game show host (''The Price Is Right'', ''Truth or Consequences'') and animal welfare activist","2135894","True","No"
"Robbie Robertson","2023-08-09","Canadian Hall of Fame musician (The Band)","957336","True","No"
"Mark Margolis","2023-08-03","American actor (''Breaking Bad'', ''Scarface'', ''Pi'')","843353","True","No"
"Terry Funk","2023-08-23","American Hall of Fame professional wrestler (NWA, WWF) and actor (''Road House'')","714287","True","No"
"Arleen Sorkin","2023-08-24","American actress (''Days of Our Lives'', ''Batman: The Animated Series'', ''Duet'')","630324","True","No"
"Mohamed Al-Fayed","2023-08-30","Egyptian hotelier and football executive","604724","True","No"
"Sir Michael Parkinson","2023-08-16","English journalist (''Manchester Guardian'', ''Daily Express'') and broadcaster (''Parkinson'')","595492","True","No"
"Dmitry Utkin","2023-08-23","intelligence officer and mercenary leader","594707","True","No"
"William Friedkin","2023-08-07","American film director (''The French Connection'', ''The Exorcist'', ''To Live and Die in L.A.'')","555148","True","No"
"Siddique","2023-08-08","Indian film director (''Ramji Rao Speaking'', ''Big Brother'')","542357","False","Yes"
"Jimmy Buffett","2023-09-01","American singer-songwriter (""Margaritaville"", ""Cheeseburger in Paradise"")","3829404","True","No"
"Steve Harwell","2023-09-04","American singer (Smash Mouth)","2329435","True","No"
"Sir Michael Gambon","2023-09-27","Irish-born British actor (''Harry Potter'', ''Gosford Park'', ''The Singing Detective'')","1856496","True","No"
"Dianne Feinstein","2023-09-29","American politician","1679768","True","No"
"David McCallum","2023-09-25","Scottish actor (''The Man from U.N.C.L.E.'', ''NCIS'', ''The Great Escape'') and musician","1668034","True","No"
"Billy Miller","2023-09-15","American actor (''The Young and the Restless'', ''General Hospital'', ''All My Children'')","809020","True","No"
"MohBad","2023-09-12","Nigerian rapper","686938","True","No"
"G. Marimuthu","2023-09-08","Indian film director (''Kannum Kannum'', ''Pulivaal'') and actor (''Ethirneechal'')","558058","True","No"
"Matthew Perry","2023-10-28","American-Canadian actor (''Friends'', ''The Whole Nine Yards'', ''Fallout: New Vegas'')","15815105","True","No"
"Suzanne Somers","2023-10-15","American actress (''Three's Company'', ''Step by Step'', ''She's the Sheriff'')","2930815","True","No"
"Sir Bobby Charlton","2023-10-21","English Hall of Fame football player (Manchester United, national team) and manager (Preston North End)","1470390","True","No"
"Adam Johnson","2023-10-28","American ice hockey player (Pittsburgh Penguins, Nottingham Panthers)","1212165","True","No"
"Dick Butkus","2023-10-05","American Hall of Fame football player (Chicago Bears) and actor (''Hang Time'', ''Johnny Dangerously'')","1099742","True","No"
"Tyler Christopher","2023-10-31","American actor (''General Hospital'', ''Days of Our Lives'', ''The Lying Game'')","795430","True","No"
"Tim Wakefield","2023-10-01","American baseball player (Boston Red Sox, Pittsburgh Pirates) and commentator (NESN)","698041","True","No"
"Richard Roundtree","2023-10-24","American actor (''Shaft'', ''Se7en'', ''Speed Racer'')","623367","True","No"
"Burt Young","2023-10-08","American actor (''Rocky'', ''Chinatown'', ''Back to School'')","604035","True","No"
"Dave Courtney","2023-10-22","English gangster","566390","True","No"
"Piper Laurie","2023-10-14","American actress (''Carrie'', ''The Hustler'', ''Children of a Lesser God'')","507280","True","No"
"Henry Kissinger","2023-11-29","German-born American diplomat and politician","4512396","True","No"
"Shane MacGowan","2023-11-30","English-born Irish singer (The Pogues, Shane MacGowan and the Popes) and songwriter (""Fairytale of New York"")","3078373","True","No"
"Rosalynn Carter","2023-11-19","American activist and humanitarian","1542279","True","No"
"Charlie Munger","2023-11-28","American investor","949366","True","No"
"Terry Venables","2023-11-25","English football player (Chelsea, Tottenham Hotspur) and manager (national team)","763309","True","No"
"Bob Knight","2023-11-01","American Hall of Fame basketball coach (Indiana Hoosiers, Texas Tech Red Raiders, 1984 Olympic team)","708178","True","No"
"Subrata Roy","2023-11-14","Indian conglomerate executive","545642","True","No"
"Andre Braugher","2023-12-11","American actor (''Homicide: Life on the Street'', ''Brooklyn Nine-Nine'', ''Glory'')","3178563","True","No"
"Ryan O'Neal","2023-12-08","American actor (''Love Story'', ''Barry Lyndon'', ''Paper Moon'') and boxer","2191563","True","No"
"Lee Sun-kyun","2023-12-27","South Korean actor (''My Mister'', ''Parasite'', ''Paju'')","2014812","True","No"
"Vijayakanth","2023-12-28","Indian actor (''Senthoora Poove'', ''Thayagam'') and politician","1649866","True","No"
"Norman Lear","2023-12-05","American Hall of Fame television writer and producer (''All in the Family'', ''Maude'', ''The Jeffersons'')","1177610","True","No"
"Tom Wilkinson","2023-12-30","British actor (''The Full Monty'', ''In the Bedroom'', ''Michael Clayton'')","1047733","True","No"
"Sandra Day O'Connor","2023-12-01","American jurist","993511","True","No"
"Benjamin Zephaniah","2023-12-07","British poet","550531","True","No"
"Tom Smothers","2023-12-26","American comedian","533043","True","No"
"David Soul","2024-01-04","American-British actor (''Starsky & Hutch'', ''Magnum Force'') and singer (""Don't Give Up on Us"")","1338288","True","No"
"Christian Oliver","2024-01-04","German actor (''Speed Racer'', ''The Good German'', ''Saved by the Bell: The New Class'')","1320550","True","No"
"Adan Canto","2024-01-08","Mexican actor (''X-Men: Days of Future Past'', ''Designated Survivor'', ''The Cleaning Lady'')","1029978","True","No"
"Franz Beckenbauer","2024-01-07","German football player (Bayern Munich, national team) and manager","967977","True","No"
"Bhavatharini","2024-01-25","Indian singer","740355","True","No"
"Jesse Jane","2024-01-24","American pornographic actress (''Pirates'', ''Pirates II: Stagnetti's Revenge'') and host (''Naughty Amateur Home Videos'')","694290","True","No"
"Glynis Johns","2024-01-04","British actress (''Mary Poppins'', ''A Little Night Music'', ''The Sundowners'')","687048","True","No"
"Alec Musser","2024-01-12","American actor (''All My Children'') and model (Abercrombie & Fitch)","681901","True","No"
"Dejan Milojević","2024-01-17","Serbian basketball player (Budućnost, Partizan) and coach (Golden State Warriors)","615957","True","No"
"Melanie","2024-01-23","American singer-songwriter (""Brand New Key"", ""Lay Down (Candles in the Rain)"") and guitarist","554402","True","No"
"Chita Rivera","2024-01-30","American actress (''West Side Story'', ''Kiss of the Spider Woman'', ''Chicago'')","500434","True","No"
"Carl Weathers","2024-02-02","American actor (''Rocky'', ''Predator'', ''Happy Gilmore'') and football player","3563418","True","No"
"Toby Keith","2024-02-05","American country singer (""Should've Been a Cowboy"", ""How Do You Like Me Now?!"", ""Red Solo Cup"") and songwriter","3507868","True","No"
"Alexei Navalny","2024-02-16","Russian lawyer","3365796","True","No"
"Richard Lewis","2024-02-27","American comedian and actor (''Curb Your Enthusiasm'', ''Anything but Love'', ''Robin Hood: Men in Tights'')","1860873","True","No"
"Steve Wright","2024-02-12","English disc jockey (BBC Radio 1, BBC Radio 2) and television presenter (''Top of the Pops'')","1049474","True","No"
"Kagney Linn Karter","2024-02-15","American pornographic film actress","786675","True","No"
"Kelvin Kiptum","2024-02-11","Kenyan long-distance runner","782934","True","No"
"Brian Mulroney","2024-02-29","Canadian politician","735879","True","No"
"Herbert Wigwe","2024-02-09","Nigerian banker","678946","True","No"
"Jacob Rothschild, 4th Baron Rothschild","2024-02-26","British investment banker and peer","602361","True","No"
"Jonnie Irwin","2024-02-02","English television presenter (''A Place in the Sun'', ''Escape to the Country'', ''To Buy or Not to Buy'')","561548","True","No"
"Robin Windsor","2024-02-19","British dancer (''Strictly Come Dancing'')","525848","True","No"
"Dave Myers","2024-02-28","English chef and television presenter (''The Hairy Bikers' Cookbook'')","511613","True","No"
"Rituraj Singh","2024-02-20","Indian actor (''Banegi Apni Baat'', ''Jyoti'', ''Hitler Didi'')","507858","True","No"
"Angela Chao","2024-02-11","American businesswoman","504973","True","No"
"Kenneth Mitchell","2024-02-24","Canadian actor (''Jericho'', ''Star Trek: Discovery'', ''Miracle'')","502628","True","No"
"Akira Toriyama","2024-03-01","Japanese manga artist (''Dragon Ball'', ''Dr. Slump'') and video game artist (''Dragon Quest'')","3083691","True","No"
"Chance Perdomo","2024-03-29","American-British actor (''Chilling Adventures of Sabrina'', ''Gen V'', ''After We Fell'')","1322979","True","No"
"Louis Gossett Jr.","2024-03-29","American actor (''An Officer and a Gentleman'', ''Roots'', ''Iron Eagle'')","1122240","True","No"
"Paul Alexander","2024-03-11","American lawyer and paralytic polio survivor","936823","True","No"
"Eric Carmen","2024-03-10","American musician (Raspberries)","843163","True","No"
"Mukhtar Ansari","2024-03-28","Indian politician and gangster","821242","True","No"
"Jaclyn Jose","2024-03-02","Filipino actress (''The Flor Contemplacion Story'', ''Familia Zaragoza'', ''Ma' Rosa'')","791595","True","No"
"Joe Lieberman","2024-03-27","American politician","623611","True","No"
"Iris Apfel","2024-03-01","American businesswoman and designer","584925","True","No"
"Daniel Balaji","2024-03-29","Indian actor (''Kaadhal Kondein'', ''Chirutha'', ''Gnana Kirukkan'')","564605","True","No"
"O. J. Simpson","2024-04-10","American Hall of Fame football player (Buffalo Bills) and actor (''The Naked Gun'', ''The Towering Inferno'')","6001398","True","No"
"Mandisa","2024-04-18","American gospel singer (""Only the World"", ""Overcomer"", ""Stronger"")","1334202","False","Yes"
"Vontae Davis","2024-04-01","American football player (Miami Dolphins, Indianapolis Colts, Buffalo Bills)","1071006","True","No"
"Park Bo-ram","2024-04-11","South Korean singer","604156","True","No"
"Dickey Betts","2024-04-18","American Hall of Fame musician (The Allman Brothers Band) and songwriter (""Jessica"", ""Ramblin' Man"")","515775","True","No"
"Ebrahim Raisi","2024-05-19","president (since 2021)","2405910","True","No"
"Bill Walton","2024-05-27","American Hall of Fame basketball player (UCLA Bruins, Portland Trail Blazers, Boston Celtics)","1607513","True","No"
"Morgan Spurlock","2024-05-23","American film director (''Super Size Me'', ''Where in the World Is Osama bin Laden?'', ''Comic-Con Episode IV: A Fan's Hope'')","1318354","True","No"
"Steve Albini","2024-05-07","American musician (Big Black, Shellac) and record producer (''In Utero'')","1265252","True","No"
"Bernard Hill","2024-05-05","English actor (''The Lord of the Rings'', ''Titanic'', ''Wolf Hall'')","1119689","True","No"
"Grayson Murray","2024-05-25","American golfer","945093","True","No"
"Dabney Coleman","2024-05-16","American actor (''9 to 5'', ''Tootsie'', ''The Guardian'')","681150","True","No"
"Sam Rubin","2024-05-10","American entertainment journalist (KTLA)","599730","True","No"
"Donald Sutherland","2024-06-20","Canadian actor (''M*A*S*H'', ''Ordinary People'', ''The Hunger Games'')","3435250","True","No"
"Willie Mays","2024-06-18","American Hall of Fame baseball player (New York / San Francisco Giants, New York Mets)","1307242","True","No"
"Jerry West","2024-06-12","American Hall of Fame basketball player","1087054","True","No"
"Shifty Shellshock","2024-06-24","American singer (Crazy Town) and songwriter (""Butterfly"", ""Starry Eyed Surprise"")","880233","True","No"
"Martin Mull","2024-06-27","American actor (''Clue'', ''Sabrina the Teenage Witch'', ''Roseanne'') and musician","754230","True","No"
"Kevin Campbell","2024-06-15","English footballer (Arsenal, Nottingham Forest, Everton)","655972","True","No"
"Rob Burrow","2024-06-02","English rugby league player (Leeds Rhinos, Yorkshire, national team)","615110","True","No"
"Matija Sarkic","2024-06-15","English-born Montenegrin footballer (Shrewsbury Town, Millwall, national team)","578921","True","No"
"Shannen Doherty","2024-07-13","American actress (''Beverly Hills, 90210'', ''Charmed'', ''Heathers'')","3750291","True","No"
"Richard Simmons","2024-07-13","American fitness instructor and television personality (''General Hospital'', ''Match Game'', ''Hollywood Squares'')","2394078","False","Yes"
"Thomas Matthew Crooks","2024-07-13","American gunman (attempted assassination of Donald Trump)","2298207","True","No"
"Shelley Duvall","2024-07-11","American actress (''The Shining'', ''Nashville'', ''3 Women'')","2183069","True","No"
"Bob Newhart","2024-07-18","American comedian and actor (''The Bob Newhart Show'', ''Newhart'', ''Elf'')","1467023","True","No"
"Ismail Haniyeh","2024-07-31","Palestinian politician","1410305","False","Yes"
"Jacoby Jones","2024-07-14","American football player (Baltimore Ravens, Houston Texans, San Diego Chargers)","778018","False","Yes"
"Khyree Jackson","2024-07-06","American football player (Minnesota Vikings, Alabama Crimson Tide, Oregon Ducks)","714450","False","Yes"
"Sheila Jackson Lee","2024-07-19","American politician","690575","True","No"
"Ruth Westheimer","2024-07-12","German-American sex therapist and Holocaust survivor","608607","True","No"
"Erica Ash","2024-07-28","American actress (''Mad TV'', ''The Big Gay Sketch Show'', ''Survivor's Remorse'')","559539","True","No"
"Mike Lynch","2024-08-19","British businessman","2383581","False","Yes"
"Johnny Gaudreau","2024-08-29","American ice hockey player (Calgary Flames, Columbus Blue Jackets)","1855624","False","Yes"
"Alain Delon","2024-08-18","French-Swiss actor (''Rocco and His Brothers'', ''The Leopard'', ''Le Samouraï'') and film producer","1566120","True","No"
"Susan Wojcicki","2024-08-09","American business executive","1324358","True","No"
"John Amos","2024-08-21","American actor (''Good Times'', ''Roots'', ''The West Wing'')","1115147","False","Yes"
"Phil Donahue","2024-08-18","American talk show host (''The Phil Donahue Show'') and filmmaker (''Body of War'')","1083526","True","No"
"Sven-Göran Eriksson","2024-08-26","Swedish football player and manager (IFK Göteborg, Benfica, England national team)","1036033","True","No"
"Gena Rowlands","2024-08-14","American actress (''A Woman Under the Influence'', ''Gloria'', ''The Notebook'')","758422","True","No"
"Fatman Scoop","2024-08-31","American hip hop artist (""Be Faithful"", ""Lose Control"", ""It's Like That"")","740365","True","No"
